"","Observed.score","Pvalue","Adjusted.Pvalue","Leading.Edge","Gene.Set.Term"
"NImmune response_Antigen presentation",0.200575437437688,0.26,0.539067551471839,"2205;917;29851;958;4843;914;916;6772;2217;915;919;940;3824;29927;7132;4794;5692;3683;920;3460;941;5715;3384;5708;5691;10239;5714;5641;5693","Antigen presentation"
"NNeurophysiological process_Melatonin signaling",0.485865486173946,0.28,0.554403639909002,"240;4920;815;2770;801;2767;412;3292;5573;5566;4919","Melatonin signaling"
"NCytoskeleton_Intermediate filaments",0.371618258513275,0.28,0.554403639909002,"113457;3868;347733;3872;1308;3852;3861;1674;51807;631;7846;5602;4000;10381;58","Intermediate filaments"
"NCell adhesion_Synaptic contact",0.354872511779685,0.28,0.554403639909002,"2560;6900;816;89;1501;1742;2557;1000;22999;4843;6861;9379;1627;1947;23114;815;2902;8997;2892;2048;2564","Synaptic contact"
"NTransport_Synaptic vesicle exocytosis",0.364300240148688,0.32,0.591684370257967,"9218;4129;6532;273;1759;6507;9900;8497;8927;22999;6861","Synaptic vesicle exocytosis"
"NProliferation_Negative regulation of cell proliferation",0.34600023375813,0.32,0.591684370257967,"1238;3489;10457;5745;3486;7077;3485;80781;3487;8519;3570;9846;10669;7048;3479;4286;6772;3569;2002;2770;5744;3554;1030;7041;5743;23533;9510;4149;3490;3480;1050;4609;6464;4771;7040;3553;9537;9180","Negative regulation of cell proliferation"
"NCardiac development_FGF_ErbB signaling",0.219532050929678,0.36,0.62612046817014,"4776;23414;27295;3751;2260;3399;8728;6608;6714;2767;5915;4629;5595;3037;2736;5747;7248;4773;1462;207;5578;2771;5914;5310;6474;9965;5604;1489","FGF"
"NCell cycle_Meiosis",0.234540539781111,0.38,0.643723064090088,"113457;23626;347733;11144;4361;51807;7846;5347;3714;10381;64682","Meiosis"
"NInflammation_IL-4 signaling",0.36444839494024,0.4,0.65431601557256,"2205;1435;290;6347;1437;4094;971;3635;958;3569;1493;2002;3566;9046;6778;5595;3561;6464;207;572;56616;8660;7040;941;1796;581","IL-4 signaling"
"NCell adhesion_Cell junctions",0.319294917188635,0.4,0.65431601557256,"113457;347733;89;1501;1308;10052;1742;2697;3852;7535;51176;1000;51807;1009;83700;7122;5818;6615;7846;9076;6714;857;10381;5784;58;88;25945;5595;8874;7431;1825","Cell junctions"
"NSignal transduction_WNT signaling",0.335056001303798,0.4,0.65431601557256,"2775;4313;7473;816;2535;6423;6424;2719;2335;7048;8321;51176;4772;7481;4216;815;6925;5600;2770;5602;7474;960;5609;6714;5516;2627;5743;801;2767;7475;6422;5595;7431;894;4609;5579;2778;6929;5573;5578;8626;7040;111;7422;5566;1454;6300","WNT signaling"
"NInflammation_Complement system",0.424927109561452,0.42,0.666888193901485,"716;5648;710;715;729;720;718;1675;2219;714;4179;22918;717;712","Complement system"
"NInflammation_Interferon signaling",0.226837052203151,0.42,0.666888193901485,"6354;6347;8519;3592;958;4843;6772;7076;4332;3588;5595;50615;6352;3460;9021;3553;5604;3276;5605;11040;3459;163702;1051;5468","Interferon signaling"
"NDevelopment_Melanocyte development and pigmentation",0.236488802957916,0.44,0.68072625698324,"8321;51176;4286;5592;5579;2778;207;5573;5566","Melanocyte development and pigmentation"
"NReproduction_Progesterone signaling",0.330500167320756,0.44,0.68072625698324,"1238;113457;2560;4313;347733;6424;64506;2335;1759;8321;2557;3479;51176;51807;2260;4843;5742;3290;22937;2289;7846;815;5347;3082;2770;2564;6714;5743;801;10381;51141;2767","Progesterone signaling"
"NDevelopment_Neurogenesis in general",0.331575149166195,0.46,0.695508127559251,"2775;7473;2535;4192;4826;135;5270;150;2596;9253;6196;2316;9915;8321;5026;4854;5764;1282;30812;1910;238;2770;7474;5986;4359;2767;1959;7475;53358;5979;8536;1821;23385","Neurogenesis in general"
"NInflammation_IL-13 signaling pathway",0.346083909217276,0.48,0.70357271743053,"6356;4317;6347;3371;108;4843;6772;246;2002;383;3566;801;6778","IL-13 signaling pathway"
"NInflammation_IgE signaling",0.344322884640799,0.48,0.70357271743053,"2205;5740;6347;1437;9846;773;27040;240;4843;4772;3569;2002;5600;5321;5602;5609;5743;801;5595;7409;4794;3937;6850;4773;207","IgE signaling"
"NDevelopment_Neuromuscular junction",0.337054268290309,0.5,0.715922444183314,"8292;1134;4593;43;8910;5028;1285;1282;2002;5602;5609;6714;6443;2767;284217;4684;5595;3915;1605;1138;5579;5747;5578;2534;3913;3688;6442;5913;5604;5605;5599;7532;3909","Neuromuscular junction"
"NSignal Transduction_TGF-beta, GDF and Activin signaling",0.240946975380036,0.5,0.715922444183314,"5654;94;90;7048;3479;51176;10468;10272;5054;860;3569;815;1487;5600;5602;7049;6714;1030;5743;801;4054;7409;894;3480;1050;4609;5747;207;2022;5578;7040","TGF-beta, GDF and Activin signaling"
"NCytoskeleton_Actin filaments",0.324935110929574,0.5,0.715922444183314,"6624;2318;89;2934;1308;3984;6387;22885;4647;2316;7169;8910;261734;4634;1627;57381;7791;1264;822;7454;960;3983;6714;6443;58;88;4629;5592;5595;29993;5747;7408;7456;4638;2534;5216;54751;10109;1072;6442","Actin filaments"
"NReproduction_Male sex differentiation",0.242424125455621,0.5,0.715922444183314,"113457;2247;347733;269;90;5156;113;9148;773;10656;7048;3479;655;51807;7846;815;3082;5600;3714;10572;4000;3005;6608;6714;3676;801;10381;2767;939;10525;5979;5595;7009;1644;2774;894;2736;3480;4609;5579;6464;9403;207;5573;5578;8626;7040;7090;652;5566;3688;5914;581;8911","Male sex differentiation"
"NResponse to hypoxia and oxidative stress",0.340468103047593,0.52,0.732678075855689,"2878;221357;2686;2882;2949;4353;2944;5600;5602;2877;5660;2948;5743;4899;2745;9446;2876;2937;2879;207;2950;10549;8626;4258;6300;2746;6414;2954","Response to hypoxia and oxidative stress"
"NTranslation_Translation in mitochondria",0.232768789274084,0.52,0.732678075855689,"10352;54938;6150;9801;65993;51318;84311;65080;51373;64960;51073;64963;6183;51264;63875;28957;51021;122704;128308;64432;65003;64976;10102;64951;6182;116541;64928;28977;64949;55052;51253;63931;11222;54948;64981;92259;51081;29093;29074;54460","Translation in mitochondria"
"NInflammation_Innate inflammatory response",0.249919392438517,0.52,0.732678075855689,"6356;7100;773;4843;6364;5742;3569;23643;729;5600;5321;2770;5602;5660;775;3554;720;718;5743","Innate inflammatory response"
"NApoptosis_Anti-Apoptosis mediated by external signals via MAPK and JAK/STAT",0.322510534971237,0.52,0.732678075855689,"117;2775;5176;135;1437;5159;5156;80310;9846;6772;4216;2002;5155;5600;2770;9564;5602;2322;5609;6714;5743;23533;6778;2767;8874;7409;3561;4609;50855;6464;2778;2323;6850;5573;572;5578;56616;2534;9021;5566;581;112","Anti-Apoptosis mediated by external signals via MAPK and JAK/STAT"
"NSignal Transduction_BMP and GDF signaling",0.347120266321834,0.54,0.747885883155263,"9241;5654;94;8646;90;6696;7048;3479;655;10468;10272;3224;4920;860;1280;5600;4487;960","BMP and GDF signaling"
"NMuscle contraction_Nitric oxide signaling in the cardiovascular system",0.244676624241446,0.54,0.747885883155263,"340481;1132;4843;4772;624;815;1910;2002;2770;775;6714;857;801;2767;10365;2118;5592;2778;207;5573;408;153;111;7422;5499;5566;112","Nitric oxide signaling in the cardiovascular system"
"NCardiac development_Wnt_beta-catenin, Notch, VEGF, IP3 and integrin signaling",0.331735339267671,0.54,0.747885883155263,"2303;59;3678;147;4776;2200;10052;2697;8321;3751;51176;845;8828;4772;6615;3399;133;2931;25776;6714;3676;801;2767","Wnt"
"NSignal transduction_ESR1-nuclear pathway",0.23289913177518,0.54,0.747885883155263,"4129;51083;10268;4776;115;6387;4057;113;1545;5179;10401;108;3479;1152;9420;4843;109;118;133;718;6714;857;1509;54828;6908;3292;3480;4609;27043;208;6464;2778;5325;133522;207;5573;1312;9021;177;111;7422;2647;4255;5566;5914;112;5536","ESR1-nuclear pathway"
"NSignal transduction_Oxytocin signaling",0.246490846944531,0.56,0.760713489409142,"4843;5321;5320;775;5743;801;2767;5592;5579;5578;9536;5604;5605","Oxytocin signaling"
"NCardiac development_BMP_TGF_beta_signaling",0.244974178151966,0.58,0.77373549375958,"2303;8854;90;27295;7048;655;6615;118;3399;4487;7049;2931;775;25776;6714","BMP"
"NDevelopment_ERK5 in cell proliferation and neuronal survival",0.243926873866034,0.62,0.798425280067639,"3932;22937;9047;4215","ERK5 in cell proliferation and neuronal survival"
"NInflammation_IL-10 anti-inflammatory response",0.270561782003326,0.62,0.798425280067639,"4313;54210;3592;4843;6772;3569;5600;896;7076;4322;3588;1466;894;4609;4794;5747;207;9021;3553;6300;10922","IL-10 anti-inflammatory response"
"NCytoskeleton_Cytoplasmic microtubules",0.248473970617641,0.62,0.798425280067639,"113457;347733;4294;1742;51807;403;7846;320;10982;4139;4135;22924;10381;3797;10126;7431;22933;402;8626;85378","Cytoplasmic microtubules"
"NImmune response_TCR signaling",0.314219519585847,0.62,0.798425280067639,"3678;1437;3984;917;7535;29851;27040;3702;3932;4843;916;4772;915;1493;2002;5600;5602;919;7454;5609;3676;801;940;58;5595;1445;7409;8907;6464;3937;3683;4773;160;207;920;2534;941;8631;3384;3688;6300;1173;1072;1019","TCR signaling"
"NSignal transduction_ESR1-membrane pathway",0.264273423077538,0.66,0.822468807527102,"115;113;2852;108;3479;109;2002;2770;9564;2931;6714;857;894;3480;27043;6464;2778;207;5573;111;5566;112","ESR1-membrane pathway"
"NSignal transduction_Nitric oxide signaling",0.321685013316765,0.68,0.83458904109589,"1437;1742;4843;6772;815;2902;2002;5600;8654;5609;6714;801;5592;8536;291;207;572;7040;3553;7422;581","Nitric oxide signaling"
"NCell cycle_G1-S Growth factor regulation",0.25073776159822,0.68,0.83458904109589,"2247;5156;2246;2149;7048;3479;51176;2260;4843;6772;10000;6925;3082;2770;5602;2931;896;5609;6714;1030;2767;2147;5595;4054;894;5521;3480;4609;208;4794;5579;5747;6464;207;5578;8660;7040;7422","G1-S Growth factor regulation"
"NTransport_Iron transport",0.323005465866564,0.72,0.858098591549296,"4907;4057;64175;5351;79901;240;162466;4843;5621;8974;3081;30061;8985;81894;5264;118980","Iron transport"
"NApoptosis_Anti-apoptosis mediated by external signals via NF-kB",0.315998075934568,0.74,0.867927615747425,"1437;2335;5159;5156;958;4843;5155;2770;5743;23533;7132;4609;8717;5747;6464;207;5573;572;7187;842;7422;5566","Anti-apoptosis mediated by external signals via NF-kB"
"NInflammation_Amphoterin signaling",0.25727656257622,0.76,0.880201501758388,"6347;3984;6280;5327;3592;4323;4843;5054;6279;3569;10000;2002;5600;5602;7454;4322;58;5595;208;4794;207;7412;3553;177;6300;1072;351;5604;5296;5605;4615;5599","Amphoterin signaling"
"NApoptosis_Death Domain receptors & caspases in apoptosis",0.260118644810301,0.78,0.889749110653436,"970;8764;27141;8996;64127;958;9214;8682;9577;29108;7078;84674;23087;939","Death Domain receptors & caspases in apoptosis"
"NInflammation_MIF signaling",0.267161256269125,0.8,0.903680355984055,"115;113;4314;108;4843;109;3569;7345;5321;5602;896;5743;5595;894;4794;2778;5573;5578;7412;3553;111;19;5566;112;1019;9536;2113;4615;3159;5599","MIF signaling"
"NSignal transduction_NOTCH signaling",0.260155197398235,0.8,0.903680355984055,"7473;8076;2535;6423;6424;2273;5159;5156;80310;9253;9148;7048;9915;8321;3932;3955;4843;4854;7481;4216;3559;5155;5600;3714;5602;7474;960;9046;5609;6714","NOTCH signaling"
"NNeurophysiological process_Long-term potentiation",0.334266911953926,0.82,0.916753830626663,"5924;2891;815;2902;6714;801;5592;5595;627;6464;1978;207;5573;5578;5566;8569","Long-term potentiation"
"NNeurophysiological process_Circadian rhythm",0.336037642289906,0.82,0.916753830626663,"117;7434;4920;815;2902;4862;801;2767;2778;5573;1408;5578;5566;1454;4919;1407;5604;5605","Circadian rhythm"
"NSignal Transduction_Cholecystokinin signaling",0.322947869529753,0.82,0.916753830626663,"1238;2247;5125;113;5126;2768;815;8986;5600;2770;22808;6714;801;2767;8536;4609;6237;5579;5747;6464;207;5573;5578","Cholecystokinin signaling"
"NApoptosis_Apoptosis stimulation by external signals",0.251257652161107,0.84,0.924523529943095,"970;4915;147;4916;7048;3635;4216;9577;6609;5321;5602;10572;5609;939;1509;627;7132;4909;8717;6464;207;572;56616;842;7040;1796;581","Apoptosis stimulation by external signals"
"NInflammation_TREM1 signaling",0.311807791451124,0.86,0.93313446126447,"6354;3678;6347;1437;54210;4353;3592;64127;7535;958;4772;3569;23643;10000;2002;5600;5602;3554;9308;7076;3676","TREM1 signaling"
"NSignal transduction_Leptin signaling",0.293091427167448,0.9,0.956019527504141,"4313;51083;10401;9915;5054;51360;6772;118;5321;2931;7076;6778;3767;1050;208;207;5573;8660;9021;3553;7422;19;5566;6833","Leptin signaling"
"NTranslation_Selenium pathway",0.312601222877605,0.92,0.96548100938765,"2878;1734;140606;4843;2877;2876;1050;2879;9403;51734;6414;4143;23382","Selenium pathway"
"NSignal transduction_Androgen receptor signaling cross-talk",0.293299727913984,0.92,0.96548100938765,"3570;7048;8321;3479;3569;5600;6714;857;3480;6464;2778;1978;207;5573;8660;7040;5566;5604;56924;4193;5599;7249;1432","Androgen receptor signaling cross-talk"
"NInflammation_Neutrophil activation",0.279532692895266,0.92,0.96548100938765,"1238;6347;115;3984;113;4353;5465;3560;108;240;4843;109;3569;3559;5600;5321;2770;1535;6404;5880;2767;967;58;5595;7409;7132;4794;5579;8717;207;5578;7187;8398;111;2771;3384;6300;112;1072","Neutrophil activation"
"NNeurophysiological process_Corticoliberin signaling",0.316741537914641,0.98,0.988354577056779,"9095;1395;3164;815;2002;775;801;2767","Corticoliberin signaling"
"NReproduction_FSH-beta signaling pathway",0.280712163253185,0.98,0.988354577056779,"3486;90;773;7048;6196;3479;10468;10272;2869;4920;6772;7052;4216;815;5600;2770;7049;6714;801;2118;5595;894;1847;3480;4609;2778;9825;1978;207;5573;408;8660;7040;7422;652;5566","FSH-beta signaling pathway"
"NDevelopment_Hedgehog signaling",0.281722892945147,1,1,"2775;1028;2535;4192;2303;5745;90;113;407;4294;2316;2768;2304;8321;655;51176;2260;4920;6615;30812;6935;6925;118;5600;2770;3399;3714;4487;7474;5744;6608;6714;23533;8445;1959;2781;5595;7026;26585;2774;2736;4609;6464;207;6929;5573;408;8626;111;7422;2771;652;51684;5566;1454;4919;91653","Hedgehog signaling"
