"","Observed.score","Pvalue","Adjusted.Pvalue","Leading.Edge","Gene.Set.Term"
"NInflammation_Innate inflammatory response",-0.327911253910274,0.52,0.81617823042648,"23236;7100;6300;773;5335;6885;1755;3661;3710;26525;23118;9641;3303;5579;5599;4792;3552;5602;5600;775;8808;8993;5330;695;6441;728;3553;6364;6356","Innate inflammatory response"
"NReproduction_GnRH signaling pathway",-0.324446688556351,0.54,0.825602678571429,"5578;5781;4843;5742;2852;1839;23236;1438;1843;773;367;5592;1846;5581;2099;5740;5579;5599;5602;5600;117;2564;5582;2796;3553","GnRH signaling pathway"
"NCardiac development_BMP_TGF_beta_signaling",-0.406427654004674,0.56,0.836674745516239,"50805;55553;23125;6885;4628;6722;6615;7049;3399;5581;2737;2099;6591;650;4625;6909;654;4092;775;4619;5175;3397;4624;3624;8854","BMP"
"NCytoskeleton_Spindle microtubules",-0.343806220089786,0.56,0.836674745516239,"5901;5347;6249;64682;8556;1781;5048;29911;9972;3835;4926;22983;8243;1060;9735;11065;10362;983;51512;1063;51807;85378;113130;55835;1164;3838;4281;2036;3619;27436;8626;57787;9700;9985;6795;347733","Spindle microtubules"
"NSignal Transduction_TGF-beta, GDF and Activin signaling",-0.388462794510567,0.56,0.836674745516239,"6885;4851;2355;3727;7049;10140;3667;2057;23118;894;5599;51176;1026;4092;1030;5054;5602;5600;7409;5330;815;6770;860;9839;94;3479;5732;3624","TGF-beta, GDF and Activin signaling"
"NCell cycle_G1-S Growth factor regulation",-0.300962255564457,0.56,0.836674745516239,"3726;3082;23236;2077;5863;1027;5335;2260;5154;2246;2149;5581;10140;3667;5293;894;6655;5579;5599;51176;1026;4145;7422;10000;4792;1030;5602;5156;4335;2147;5582;3479;3624","G1-S Growth factor regulation"
"NProtein folding_Folding in normal condition",-0.315993630258096,0.58,0.849972661357423,"5903;3336;5532;3337;10808;4773;8626;8148;3303;2289;3320;3299;3316;1410;3315","Folding in normal condition"
"NReproduction_Feeding and Neurohormone signaling ",-0.318190316683367,0.58,0.849972661357423,"2054;23236;3906;3909;5335;367;672;581;10307;3911;2118;5292;6199;5581;284217;4485;51052;894;5054;775;5744;3672;7020;3589;815;64506;3315;3553;3479;1447;3486","Feeding and Neurohormone signaling "
"NProliferation_Positive regulation cell proliferation",-0.322928398592271,0.58,0.849972661357423,"3082;115727;5863;1438;1027;367;2260;4659;6502;678;5228;5587;1436;2012;7041;10140;5293;864;133396;6655;5599;4613;4638;1026;4145;51655;7422;1729;604;5764;1871;1909;3589;8817;863;6320;238;3561;5923;1464;3479;246;4921","Positive regulation cell proliferation"
"NInflammation_Neutrophil activation",-0.384060970382428,0.6,0.857073340285019,"23236;1536;109;6300;6804;3384;5338;5062;3684;3984;5880;3559;3560;111;5293;196883;112;5579;4792;5600;4689;7409;5330;4688;695;1524;8681;240;728;26279;3586;108","Neutrophil activation"
"NApoptosis_Apoptotic nucleus",-0.322555938341442,0.6,0.857073340285019,"9616;7297;4926;196;2177;1793;8243;8870;4830;4843;9844;2068;22985;672;581;94241;5325;4616;3009;3981;1773;3663;3010;1647;239;472;5625;8626;23604;1026;9700;604;5591;2147;5551;10912;3001;3486","Apoptotic nucleus"
"NSignal transduction_CREM pathway",-0.397536896388436,0.62,0.862946489049447,"983;1387;919;6233;148066;148327;5873;675;894;168448;10725;968;814;154;2147;30818;3292;5732;113746","CREM pathway"
"NCell adhesion_Amyloid proteins",-0.326119939130897,0.62,0.862946489049447,"7474;1795;4909;182;8323;58;23037;4855;948;10307;2316;43;2697;320;4851;1855;51807;1282;3984;375790;9378;2535;3714;284217;7475;7476;51176;7483;53358;338;57524;2147;30818;347733;1277;2335;80332;4974","Amyloid proteins"
"NCytoskeleton_Regulation of cytoskeleton rearrangement",-0.377979636755087,0.62,0.862946489049447,"9844;10188;1264;58;6708;10163;8476;5592;5339;7456;2316;51807;3984;667;5911;6840;7454;2039;23092;9826;6693;7204;393;7074;10420;221472;4650;4638;7431;1729;10677;2245;91544;7409;397;81624;10395;2318;4619;89;6442;347733;88;89846","Regulation of cytoskeleton rearrangement"
"NInflammation_Jak-STAT Pathway",-0.378396995391984,0.64,0.872367053620785,"53833;50615;6850;10148;3589;5156;2056;6348;3561;958;3594;1363;3586;3479;5008;5159;1270;6356","Jak-STAT Pathway"
"NApoptosis_Anti-Apoptosis mediated by external signals by Estrogen",-0.406979074361767,0.66,0.883703301476977,"2852;23236;1536;6647;581;5592;4217;5581;2099;5599;5602;775;653361;5330;4688;4846;5582","Anti-Apoptosis mediated by external signals by Estrogen"
"NTransport_Synaptic vesicle exocytosis",-0.390247645020385,0.66,0.883703301476977,"2054;8541;6622;6804;22987;320;9899;9900;5865;6843;246213;6857;23085;201294;8497;64130;6507;3064;27445;23504;23025;2572;26059;8927;1644;1759;6539","Synaptic vesicle exocytosis"
"NDevelopment_EMT_Regulation of epithelial-to-mesenchymal transition",-0.321047778899714,0.66,0.883703301476977,"4772;3082;1027;5155;4855;2260;5154;2246;6885;4313;4851;1855;6722;1000;6615;9924;1281;7041;2099;4015;6591;9076;650;5599;7291;51176;59;7431;4792;4092;5054;5602;5600;1909;5156;10763;4318;3553;1277;9839;6935;5008;5159;2335;4017","EMT"
"NDevelopment_Keratinocyte differentiation",-0.303090564714029,0.68,0.891790235081374,"4853;7040;6667;2353;5578;5603;23236;5335;4851;3727;4217;3858;5599;1026;3848","Keratinocyte differentiation"
"NSignal transduction_WNT signaling",-0.383925569199444,0.68,0.891790235081374,"7474;5603;1839;4772;23236;2719;6300;6885;4313;6423;1855;10023;1523;4316;2535;111;5532;23118;2099;818;6591;7475;8626;894;7476;5579;5599;51176;7431;7422;5602;10725;5600;2627;5330;815;5582;816;2335","WNT signaling"
"NRegulation of metabolism_Bile acid regulation of lipid metabolism and negative FXR-dependent regulation of bile acids concentration",-0.340035057872753,0.72,0.91063602790316,"9971;5360;10998;31;2203;1576;338;57761","Bile acid regulation of lipid metabolism and negative FXR-dependent regulation of bile acids concentration"
"NProtein folding_Response to unfolded proteins",-0.319849380587238,0.72,0.91063602790316,"4035;2081;3336;3337;10808;3303;3320;3299;3316;161582;3315","Response to unfolded proteins"
"NTransport_Iron transport",-0.376481437627759,0.72,0.91063602790316,"8974;64175;53630;7037;81894;162466;239;51312;6556;5352;118980;3242;240;3263;7036;57817;57348;3081","Iron transport"
"NCytoskeleton_Cytoplasmic microtubules",-0.332190701687505,0.72,0.91063602790316,"1781;5048;6902;140735;29911;22983;995;9344;402;9371;3797;983;22924;320;403;51807;4294;85378;4644;23303;4281;27436;8626;57787;3798;7431;4139;1742;81624;347733","Cytoplasmic microtubules"
"NImmune response_T helper cell differentiation",-0.36950425827794,0.72,0.91063602790316,"7535;10125;3570;4772;3595;7100;3932;5335;919;3937;941;940;6885;4616;3559;864;23118;4773;4792;5602;5600;50615;6850;4776;10912;3561;958;3594;4094;51311;27040","T helper cell differentiation"
"NDNA damage_Checkpoint",-0.380710543411715,0.72,0.91063602790316,"29945;1021;5981;3364;2177;8243;995;9874;994;467;5984;983;25847;6300;672;6233;7832;4616;9088;904;3162;1647;472;8148;894;5599;1026;9700;4792;5602;5600;84446;5591;63967;10912","Checkpoint"
"NMuscle contraction_Relaxin signaling",-0.393480205385085,0.74,0.919981849349602,"5592;2201;4313;4322;111;112;7422;4792;5143;59350;5330;4318;4846;3553;1910","Relaxin signaling"
"NTranscription_Chromatin modification",-0.331542938714254,0.74,0.919981849349602,"9611;9874;9869;2648;10284;10943;10362;2146;84733;7994;9759;83933;10661;9031;675;8289;473;11176;23468;64324;8295;84444;6594","Chromatin modification"
"NCell cycle_G2-M",-0.326759915846588,0.74,0.919981849349602,"983;25847;51512;5155;6300;672;914;5154;9759;6502;6885;1789;6233;10398;4616;3009;9088;7013;1164;675;2305;8558;3010;3619;1647;472;8626;1026;10000;28984;5600;63967;7020;5156;4619;1759;3479;5159","G2-M"
"NInflammation_MIF signaling",-0.356325256162223,0.78,0.935650904845301,"983;23236;1027;1387;109;6502;6885;6233;111;196883;112;894;5599;4792;3552;5602;5330;3553;7345;108","MIF signaling"
"NCell adhesion_Cell junctions",-0.356989107243429,0.8,0.939352380952381,"421;65266;5784;23513;1999;9815;857;1364;8777;5578;7535;5818;25945;58;23236;3852;5335;2705;2697;1000;51807;6615;83700;667;9231;7074;4301;2700;58494;9076;51176;7431;1308;5317;1742;3848;89;1009;2701;347733;10052;9839;88","Cell junctions"
"NDevelopment_Blood vessel morphogenesis",-0.361005784259293,0.8,0.939352380952381,"136;4855;2260;5592;2246;226;4851;5228;51378;8828;2149;4881;7852;688;1902;2069;2057;2305;5150;9353;5599;4303;7422;1490;3552;5140;1909;10846;4846;2056;3263;9046;3553;1901;7070;4879;3491;1910;2335;285;135","Blood vessel morphogenesis"
"NApoptosis_Anti-apoptosis mediated by external signals via NF-kB",-0.338571290197234,0.82,0.946874590240704,"7422;4792;604;597;5156;958;5159;2335","Anti-apoptosis mediated by external signals via NF-kB"
"NDevelopment_Hemopoiesis, Erythropoietin pathway",-0.346564893135976,0.86,0.958327910339841,"5578;5781;4843;5603;9134;1027;6300;5335;3635;10018;1056;5292;5581;2057;5293;894;6655;5599;4792;5602;5600;7409;6850;695;2056;3039","Hemopoiesis, Erythropoietin pathway"
"NCell adhesion_Cadherins",-0.330016371798209,0.86,0.958327910339841,"1855;10023;1000;51807;2195;667;3958;9231;4301;7475;7476;5579;51176;1308;5317;10076;27123;56112;5649;54510;89;1009;347733;88;11075","Cadherins"
"NSignal transduction_Oxytocin signaling",-0.37676651201596,0.88,0.963203125,"5579;775;5330;4846;4624","Oxytocin signaling"
"NCytoskeleton_Macropinocytosis and its regulation",-0.345608275319485,0.88,0.963203125,"3082;23236;5333;10163;5155;7456;1436;51807;3984;7454;3667;51479;7074;5140;7409;5156;347733;5159","Macropinocytosis and its regulation"
"NCardiac development_FGF_ErbB signaling",-0.369807467128172,0.88,0.963203125,"5578;5781;2066;4629;1839;50805;55553;2260;4628;6722;5587;3399;5310;5581;2057;2737;2099;4763;4773;4625;1462;1909;4776;4619;2056;8728;3397;6474;4624","FGF"
"NDevelopment_Hedgehog signaling",-0.341616662559544,0.88,0.963203125,"1027;1387;367;2260;7026;2316;6502;2194;6233;4851;1855;84976;4294;6615;9924;3399;2535;2737;111;9826;4192;2305;3714;5087;27148;429;4010;8626;650;50937;8405;4613;51176;6909;3320;1026;7422;5600;5744;8643;2290;4318;3397;407;26585;6935;5745;3624;1270","Hedgehog signaling"
"NProliferation_Negative regulation of cell proliferation",-0.359621011527742,0.9,0.973854660347551,"3485;6752;4763;9314;6655;4303;4771;1026;3490;1030;3552;10220;5744;4335;10457;3487;2796;3553;199;3479;5008;5745;3486","Negative regulation of cell proliferation"
"NApoptosis_Death Domain receptors & caspases in apoptosis",-0.36427908138793,0.92,0.976975021533161,"64170;4217;64127;728642;23429;29108;8996;57448;3064;695;939;8764;114548;958;8477","Death Domain receptors & caspases in apoptosis"
"NCardiac development_Role of NADPH oxidase and ROS",-0.346049269283874,0.92,0.976975021533161,"4772;1536;581;6885;2697;4628;6722;6615;4217;5581;2737;5532;2099;6591;4773;5599;4792;604;653361;4688;4619;3397;4624;8854","Role of NADPH oxidase and ROS"
"NNeurophysiological process_Corticoliberin signaling",-0.375151458738249,0.94,0.981225975785285,"775;3848;815;9095","Corticoliberin signaling"
"NSignal transduction_ESR1-membrane pathway",-0.364707527027264,0.94,0.981225975785285,"857;9611;5241;2066;2852;1839;23236;1387;109;367;3667;111;196883;2099;112;894;5330;4846;5582;3479;108","ESR1-membrane pathway"
"NTransport_Manganese transport",-0.35741749353747,0.94,0.981225975785285,"7037;2902;5292;8459;8654;80036;162466;7512;472;7226;22843;6556;7224;6507;6546;5313;3263;7352","Manganese transport"
"NInflammation_Protein C signaling",-0.361448563660407,0.94,0.981225975785285,"2149;3984;1902;2153;7074;2159;4792;3552;5054;2147;5330;89;2157;10544;3553;1901;88","Protein C signaling"
"NInflammation_IL-6 signaling",-0.371923745159852,0.96,0.98648105813194,"6655;1026;10000;4792;5345;2157;3263;2335;3039","IL-6 signaling"
"NReproduction_Gonadotropin regulation",-0.358007146694057,0.98,0.98648105813194,"6197;5578;5781;4843;5742;467;2852;1839;3726;23236;1438;1843;367;5592;9759;3164;5187;1846;5581;2099;5740;5579;5599;5602;5600;775;117;2354;2564;815;5582;2796;3553;1759","Gonadotropin regulation"
"NReproduction_FSH-beta signaling pathway",-0.354066908298542,0.98,0.98648105813194,"6196;2869;7049;6199;10140;3667;2069;5087;6194;1847;5858;894;7422;4792;5600;25928;815;2796;3479;3624;3486","FSH-beta signaling pathway"
"NNeurophysiological process_Circadian rhythm",-0.385991947683652,1,1,"9575;2353;3939;8864;5578;3726;1408;23236;5187;2902;8863;4862;117;815","Circadian rhythm"
"NCell adhesion_Synaptic contact",-0.36432767634607,1,1,"1947;2049;6804;6900;54910;1000;5873;2902;9378;2901;246213;6857;2892;818;2048;64130;2893;1742;2904;2564;4045;815;89;816;85358;88","Synaptic contact"
