"","Observed.score","Pvalue","Adjusted.Pvalue","Leading.Edge","Gene.Set.Term"
"NCell cycle_G2-M",0.292007614472346,0.56,0.847457959985271,"5159;3479;1759;7020;63967;4619;5600;8626;675;1026;3009;472;2305;3619;28984;1164;10000;5156;8558;672;994;7013;983;10398;11065;6502;5154;9759;3835;25847;6885;6233;9088;1789;1647;2177;701;7150;1788;9212;29945;995;890;3364;5155;5603;51512;3054;6300;10592;997;4331;54984;6667;891;7311;4001;10733;5347;26271;2114;64682;9656;10459;996;7709","G2-M"
"NDevelopment_EMT_Regulation of epithelial-to-mesenchymal transition",0.281314617636945,0.56,0.847457959985271,"4017;6935;5159;9839;2335;54567;1277;5008;1909;3553;5602;5600;10763;1000;7431;59;5599;4092;3082;7291;5054;4772;4015;6591;7041;4792;5156;9076;51176;4851;650;4843;4855;6722;9924;5154;1027;2099;5781;6885;4318;1281;9241;9846;1793;1855;7040","EMT"
"NSignal transduction_ESR1-nuclear pathway",0.277618292723499,0.56,0.847457959985271,"108;3791;3479;10268;7020;196883;51083;4776;3292;7422;9667;177;3315;100;1026;84458;2305;133;8289;111;112;672;5783;1152;994;133522;9612;4843;11214;115;6942;9759;2099;9611;1387;790;2066;23543;5926;6233;857;113;9112;6647;3084;718;5290;23054;23421;9420;4358;7764","ESR1-nuclear pathway"
"NCell cycle_G0-G1",0.287464612528446,0.58,0.854441390847174,"4303;1871;50486;1026;983;5911;1027;1030;5933;9734;2475;1024;1021;5465;5036;64682;5325","G0-G1"
"NReproduction_GnRH signaling pathway",0.273355514990291,0.58,0.854441390847174,"5582;117;3553;5602;2564;5600;5599;5592;2796;5740;1846;23236;4843;2099;367;5781;5593","GnRH signaling pathway"
"NCell adhesion_Attractive and repulsive receptors",0.351785769514818,0.58,0.854441390847174,"5365;1305;90249;2335;8633;3956;1277;91584;3684;2042;3672;284217;1282;23499;347733;6092;9378;7074;4301;80031;3384;10381;2048;9353;2044;1630;5293;5364;8828;3984","Attractive and repulsive receptors"
"NCytoskeleton_Regulation of cytoskeleton rearrangement",0.339081029478168,0.6,0.86499064546305,"88;89846;6442;286;81624;7409;10395;2245;4619;89;397;10677;2318;4638;6708;7431;347733;1729;5592;7074;23092;4650;10381;221472;91544;7204;10420;393;3984;6840;8476;9826;2039;667;10163;5911;5339","Regulation of cytoskeleton rearrangement"
"NCell cycle_Mitosis",0.284952516414671,0.62,0.869820209376423,"1759;6795;259266;9700;23499;26052;347733;23468;1063;3082;3838;10381;3619;57082;994;27436;983;3840;2099;54737;3835;332;25847;6233;8243;22924;10362;9735;1060;1781;7515;701;113457;9360;7150;5885;9212;29945;5048;995;10600;51678;6249;3609;55872;4926;58;51807;51143;10592;79980;891;7311;5347;5901;50855;64682;8655;10459;996;11004;7272","Mitosis"
"NInflammation_IL-4 signaling",0.296704526307582,0.64,0.878485860610109,"4094;3586;958;6369;2206;3561;6348;3598;604;9046;5293;4792;10018;3569;5781;5788;1493;6347;581;10464;7040;5290;941;3718;2242;2208;3667;3635","IL-4 signaling"
"NInflammation_MIF signaling",0.349798311237441,0.64,0.878485860610109,"108;7345;5330;3553;5602;196883;5599;3552;111;112;4792;983;23236;4843;6502;3569;115;1027;1387;6885;6233;7412;113;894","MIF signaling"
"NInflammation_NK cell cytotoxicity",0.361629444301843,0.64,0.878485860610109,"4068;3001;4277;27040;10870;7305;6850;3594;2214;916;3561;6655;4773;3595;3560;3384;4772;4792;688;23236;4843;3937;7037;100507436;5551;5781;3148;51744","NK cell cytotoxicity"
"NCell adhesion_Cell junctions",0.296223751585456,0.64,0.878485860610109,"9839;88;10052;2701;1308;89;58494;3848;2700;1000;7431;347733;5317;7074;4301;10381;1742;9231;1009;9076;51176;83700;1830;667;1501;23236;5818;857;2697;65266;8777;3852;2705;113457;5784;5290;6615;9475;56288;9815;5335;23513;6093;58;51807;5578;421","Cell junctions"
"NInflammation_IL-2 signaling",0.302245727771638,0.66,0.886109114668409,"4900;5582;7070;6850;5600;597;10725;4773;3559;4772;5293;4792;4843;2099;5781;5788","IL-2 signaling"
"NTranslation_Translation in mitochondria",0.30023007222874,0.66,0.886109114668409,"51021;153527;54460;55173;116541;64949;92259;55052;57129;65008;64983;29074;122704;219927;54938;6182;60488;6150;64981;65993;51373;63931;128308;51650;51264;51649;29093;79731;64951;64960;65003;57176;64963;54948;10884;64978;28998;28977;64432;79590;64976;64928;124454;26589;51318;56945","Translation in mitochondria"
"NCell cycle_Core",0.358730466260214,0.66,0.886109114668409,"6795;1871;5426;9700;23468;1026;3619;1164;8317;994;983;10926;9134;1027;6119;3835;81620;332;1030;9088;9735;5933;701;7150;55388;5885;9212;995;8318;4998;1021;6118;10592;3978;4331;891;5347;26271;1028;64682;5422;10459","Core"
"NApoptosis_Anti-Apoptosis mediated by external signals by Estrogen",0.295869339826372,0.68,0.893310602024507,"5582;4846;5330;5602;4688;5599;5592;4217;23236;775;2099;332;581;653361;6647;5290","Anti-Apoptosis mediated by external signals by Estrogen"
"NApoptosis_Anti-apoptosis mediated by external signals via NF-kB",0.2927976321538,0.68,0.893310602024507,"3791;5159;2335;958;597;4914;7422;604;4792;5156","Anti-apoptosis mediated by external signals via NF-kB"
"NDNA damage_Checkpoint",0.349021589124895,0.68,0.893310602024507,"5602;63967;5591;5600;9700;5599;8148;10912;1026;84446;472;904;3162;4792;672;994;983;5981;25847;6233;8243;9088;1647;5984;9874;894;2177;5885;29945;995;890;3364;7158;1021;7832;6300;580;5983;891;80198;7311;4216;64682;11011;9656;996","Checkpoint"
"NProliferation_Negative regulation of cell proliferation",0.293485512687233,0.68,0.893310602024507,"3486;3791;3479;5008;5745;3490;3553;199;10457;4335;3487;4303;6655;5744;4771;4763;1026;2796;3485;6752;3552;7041;10220","Negative regulation of cell proliferation"
"NTransport_Synaptic vesicle exocytosis",0.355022572419173,0.7,0.900866388308977,"1644;8927;26059;2572;6539;1759;27445;23025;6507;6622;23504;64130;3064;9899;23085;6843;201294;9900;8497;6506;320;6804;6532;9;8541;22999","Synaptic vesicle exocytosis"
"NImmune response_T helper cell differentiation",0.296492445331986,0.7,0.900866388308977,"51311;4094;27040;5602;958;6850;3594;5600;50615;3561;4776;4773;3595;10912;864;23118;3559;4772","T helper cell differentiation"
"NInflammation_Neutrophil activation",0.34139066417942,0.7,0.900866388308977,"108;695;5330;7409;3586;26279;8681;4688;196883;3684;5600;4689;240;3560;3559;3384;111;5293;112;4792;3984;5062;23236;6403;4843;3569;115;6804;1524;728;5880;6347","Neutrophil activation"
"NImmune response_TCR signaling",0.33376648424532,0.72,0.91213316892725,"27240;4277;27040;915;5602;7409;3586;8631;2904;5600;917;916;2533;597;10725;5599;4773;3384;29851;4772;4792;3984;4217;4843;3937;10018;100507436","TCR signaling"
"NInflammation_IL-13 signaling pathway",0.374296600122938,0.74,0.921561616161616,"6356;108;246;3371;2302;3598;5293;6361;4792","IL-13 signaling pathway"
"NInflammation_IL-10 anti-inflammatory response",0.370118662593651,0.74,0.921561616161616,"54210;3553;3586;5600;1466;6348;3552;5293;3162;4792;4843;3569;6885;10922;4318;4322","IL-10 anti-inflammatory response"
"NSignal transduction_ESR1-membrane pathway",0.36442917510578,0.74,0.921561616161616,"108;3479;5582;4846;5330;196883;111;112;23236;115;2099;367;9611;1387;2066;857;113;894;3084;5290","ESR1-membrane pathway"
"NInflammation_Amphoterin signaling",0.335964487764869,0.74,0.921561616161616,"6280;6279;3553;5602;4619;3684;5600;5599;177;5054;3552;10000;5293;4792;3984;4843;3569;6885;4318;4322;6347","Amphoterin signaling"
"NCell adhesion_Amyloid proteins",0.287412114849642,0.76,0.933549865497659,"4974;2335;54567;80332;1277;338;2147;53358;7476;30818;57524;7483;4914;284217;23037;1282;3714;347733;9378;43;10381;3984;51176;2535;4851;1501;948;4855;375790;320;2316;65078;1280;857;7475;2697;324;1855","Amyloid proteins"
"NCardiac development_BMP_TGF_beta_signaling",0.291729316131471,0.8,0.947291586630811,"3624;8854;4624;5175;4619;4092;3397;2737;4629;6591;7049;4625;650;6909;6722;775;2099;4628;6885;50805;7040;23125;23054;90;6615","BMP"
"NCell cycle_S phase",0.307485729378867,0.8,0.947291586630811,"5426;9700;675;23468;1026;3009;472;28984;8317;672;7011;983;10926;3981;5981;6119;81620;6233;26354;8243;1647;5984;63922;9874;7150;55388;5885;8318;4998;890;196;5427;6118;23649;3978;7015;5983;891;79075;7311;5347;26271;64682;11011;9656;115426;5422;5757;10459","S phase"
"NInflammation_Complement system",0.321312316457583,0.84,0.958035152636448,"22918;10747;3684;1675;712;714;5648;2219;733;722;728;5199;718","Complement system"
"NSignal transduction_Neuropeptide signaling pathways",0.354492964210645,0.86,0.966187351922727,"8620;117;10316;1363;51083;11318;22859;10874;6752;1742;5310;5368;181;23236;4828","Neuropeptide signaling pathways"
"NTransport_Manganese transport",0.33647524302821,0.86,0.966187351922727,"7352;6546;5313;3263;6507;7224;22843;7512;162466;80036;55503;8654;472;6556;2902;7226;27;6506;7037","Manganese transport"
"NSignal Transduction_TGF-beta, GDF and Activin signaling",0.324875700752156,0.88,0.971743842364532,"3624;9839;5732;94;3479;6770;860;5330;5602;7409;815;10272;5600;5599;4092;1026;23118;5054;7049;51176;4851;23236;4855;2057;3569","TGF-beta, GDF and Activin signaling"
"NInflammation_Jak-STAT Pathway",0.332998444883923,0.88,0.971743842364532,"6356;1270;5159;3479;5008;3586;10148;958;6850;1363;3594;50615;3561;53833;7852;6348;6352;3595;3560;3598;3559","Jak-STAT Pathway"
"NApoptosis_Apoptotic nucleus",0.301644532031319,0.88,0.971743842364532,"3486;3001;2147;5591;8626;9700;10912;1026;3009;604;472;23604;672;5625;239;3663;4843;94241;3981;5551;22985;3148;8243;7518;4605;581;1647;1793;2177;5885;23421;2068;9844;9475;196;85329;22984;4926;51426;10277;3054;9616;8065;4830;580","Apoptotic nucleus"
"NProliferation_Lymphocyte proliferation",0.312972311546741,0.88,0.971743842364532,"5602;7409;3586;10148;8764;958;6850;3594;50615;916;3561;53833;6655;7852;6348;5599;6352;3595;3560;1026;3559;29851;4772;9046;10000;5293;4792;23236;3937;151888;6199","Lymphocyte proliferation"
"NSignal transduction_Oxytocin signaling",0.36645629476332,0.9,0.974282202124857,"4624;4846;5330;5592;23236;4843;775","Oxytocin signaling"
"NInflammation_Protein C signaling",0.326706322158787,0.9,0.974282202124857,"1901;88;2147;5330;3553;2157;89;10544;7056;7074;2159;2149;5054;3552;4792;3984;23236;4843;3569;2153","Protein C signaling"
"NCardiac development_FGF_ErbB signaling",0.31768020873002,0.9,0.974282202124857,"4624;8728;1909;4619;1462;4776;4773;4763;6474;3397;2737;4629;5310;4625;2057;6722;2056;3751;2099;4628;5781;2066","FGF"
"NCell adhesion_Synaptic contact",0.324484905443515,0.9,0.974282202124857,"816;88;85358;2564;815;4045;2893;89;2904;64130;1000;9378;6900;1742;2048;2902;2901;1501;4843;1740","Synaptic contact"
"NDNA damage_Core",0.329799290212538,0.92,0.976348778433024,"5591;472;672;5981;6119;3364;7158;6118","Core"
"NApoptosis_Death Domain receptors & caspases in apoptosis",0.32644124823158,0.94,0.976348778433024,"8477;114548;695;8764;958;57448;3064;64127;27141;8996;1630;728642;64170;4217;29108;23429;332;22985;10922;9994","Death Domain receptors & caspases in apoptosis"
"NDNA damage_DBS repair",0.320815366748323,0.96,0.982064387653501,"55815;5591;675;472;10635;672;3981;6119;64421;3148;6233;7518;8438;2175;23137;2177;4750;7150;23409;5893;4204;7158;6118;79677;11284;3978;80198;7311","DBS repair"
"NDevelopment_ERK5 in cell proliferation and neuronal survival",0.344770762570898,0.98,0.986561606924145,"9047;4914;10746;65125","ERK5 in cell proliferation and neuronal survival"
"NRegulation of metabolism_Bile acid regulation of lipid metabolism and negative FXR-dependent regulation of bile acids concentration",0.354479317751583,0.98,0.986561606924145,"338;10998;57761;31;1576;2203;9971;27329;5360;3643;2194","Bile acid regulation of lipid metabolism and negative FXR-dependent regulation of bile acids concentration"
"NNeurophysiological process_Circadian rhythm",0.3345378216642,0.98,0.986561606924145,"117;815;4862;2902;23236;8863;4920;5187;5593","Circadian rhythm"
"NSignal transduction_CREM pathway",0.337624168153881,0.98,0.986561606924145,"113746;5732;2147;814;30818;3292;4914;10725;675;168448;983;148066;968;154;1387;6233;894;148327;3623","CREM pathway"
"NTransport_Iron transport",0.324654299998936,0.98,0.986561606924145,"3081;57817;7036;57348;3263;5352;3242;240;162466;118980;6556;81894;239;4843;64175;7037;79901;112399;53630","Iron transport"
"NCytoskeleton_Cytoplasmic microtubules",0.323862705579692,0.98,0.986561606924145,"81624;57787;8626;7431;4139;347733;4644;10381;1742;22983;23303;4294;4281;85378;27436;3798;983;320;22924;403;3797;1781;83544;113457;5048;402;995;9371;5201;6902;114791;6249;140735","Cytoplasmic microtubules"
"NReproduction_Gonadotropin regulation",0.305272190760456,0.98,0.986561606924145,"1759;5582;117;3553;5602;2564;815;5600;5599;5592;2796;2354;5740;1846;23236;4843;775;9759;5187;2099;367;5781;5593;3164;3953","Gonadotropin regulation"
"NCell adhesion_Cadherins",0.324874552397168,0.98,0.986561606924145,"11075;88;1951;1308;5649;54510;7476;89;27123;1000;23037;10076;56112;347733;5317;4301;10381;9231;1009;1012;51176;2195;1830;667;1501;3958;5818;5781;7436;1001;7475;324;1855;9788;7408;113457;5784;5290","Cadherins"
"NSignal transduction_WNT signaling",0.314527395074108,1,1,"816;2335;5582;5330;5602;7476;815;5600;8626;10725;7431;7422;5599;2719;23118;5532;4772;2627;111;6591;51176;2535;4316;23236;1523;2099;818;332;6885;6423;7475;324;1855;7040;894","WNT signaling"
