"","Observed.score","Pvalue","Adjusted.Pvalue","Leading.Edge","Gene.Set.Term"
"NCell adhesion_Attractive and repulsive receptors",-0.204592363146418,0.2,0.576039646627882,"8633;2932;998;11034;5291;7373;5906;2534;4690;5781;6585;2043;2335;8828;3673;3655;1303;6093;8829;5594;3688;2042;4233;10097;9475;5290;9723;2241;3672;6091;10154;10371;1630;6092;2045;10752;9353;7412;5294;56896","Attractive and repulsive receptors"
"NCell cycle_Mitosis",-0.186129235549566,0.22,0.595050586806961,"7532;993;3837;55860;9735;84516;5048;51143;23397;995;1739;3843;10671;51164;1058;332;5885;9183;9493;10393;25847;1398;8243;5901;23468;1781;22974;3836;1434;22919;10403;829;10600;7150;6249;7533;701;9133;1062;3839;9126;4739;6790;983;259266;55872;64151;7272;64682;996;27436;6867;3832;3840;10592;10982;10048;699;5610;4085;4233;3838;8900;51678;3082","Mitosis"
"NApoptosis_Anti-apoptosis mediated by external signals via NF-kB",-0.22445907214083,0.24,0.613869115958668,"2335;3673;5573;8600;2770;1439;597;5290;5743;3791;5156;7099;959;330;5294","Anti-apoptosis mediated by external signals via NF-kB"
"NSignal transduction_Neuropeptide signaling pathways",0.315677582761669,0.24,0.613869115958668,"9607;5122;7349;8620;7434;114780;4157;4852;4889;1742;3725;5310;5443;6866;2353;3265;107;8484;1395;4886;5605;2847;10316","Neuropeptide signaling pathways"
"NCardiac development_Role of NADPH oxidase and ROS",-0.210260334307872,0.24,0.613869115958668,"4628;4790;5604;5532;84525;836;5530;331;3066;3670;4688;5915;653361;596;329;5469;9821;840;6591;4089;2702;9734;2033;5599;5925;4090;4086;5728;2932;4773;4775;5781;2296;8854;6654;4217;9421;6648;5594;50507;5350;93649;4208;5077;1536;3091;4624;7547","Role of NADPH oxidase and ROS"
"NTranslation_Elongation-Termination",0.162588315079871,0.24,0.613869115958668,"29118;6209;1917;6158;6895;3929;6141;1936;6203;6137;11224;6234;6142;2193;25873;6223;6173;6199;6181;57176;6499;60678;6159;6132","Elongation-Termination"
"NTranslation_Translation initiation",-0.0942762927774175,0.24,0.613869115958668,"65110;3929;6141;6203;1454;8666;1978;66037;6137;11224;6234;6142;25873;6223;6173;8637;1984;6181;6159;6132;1453;6168;5976;8890;388610;6187;6143;6176;6217;7311;23521;6188;65109;27335;6167;6193;6144;3692;9349;6227;2091;6136;6218;6202;6208;6155;9045;8893;6161;340719;6122;6164;8665;6205;6152;6154;6130;7458;10528;6224;1981;8602;6232;6157;6135;1973;6201;6204;6160;4736;8662;8668;6128;55505;3921;8891;8672;6194;1967;8892;9470;6206;8761;6139;6165;6124;27102;6138;6175;6229;51602;8664;6156;6125;6171;6228;6169;6207;440275;9698;8667;6147;6133;6231;8894;1736;10209;6230;6146;6233;1859;6222;8661;6235;1975;1457;9669;6189;6170;51247;10605;8663;1452;9086;26019;8669;23369;1964;26986;1965;1977;1982;1983;10988;1979;5611;6129;3646;5610;9451;8445;1618","Translation initiation"
"NInflammation_Complement system",-0.260746642386347,0.26,0.639216479676292,"718;719;729;4153;716;966;5648;1604;22918;730;10878;1378;3075;1380","Complement system"
"NCell adhesion_Cell junctions",-0.183729603178169,0.26,0.639216479676292,"1830;56288;5728;10052;667;660;1824;9075;83737;58494;7534;92140;2706;9076;5578;6093;5594;100506658;999;3688;1000;1009;9839;9475;5290;3849;2241;1825;2700;10686;1828;1823;3853","Cell junctions"
"NNeurophysiological process_Olfactory transduction",-0.417075631582667,0.28,0.657201053555751,"2782;1258;801;2774;57101;5999;1260","Olfactory transduction"
"NTranslation_Regulation of initiation",-0.235265002381185,0.28,0.657201053555751,"5293;867;5608;8661;3600;5604;5515;1975;1457;331;2549;8660;3643;8663;8669;8503;1965;1977;1982;2932;998;6655;5291;1979;2534;5500;3646;1432;6654;9252;5594;6198;1950;2776;7048;10000;5290;1956;7046;3560;3561","Regulation of initiation"
"NCell cycle_G1-S",-0.202038674700285,0.28,0.657201053555751,"3364;4331;7532;993;3837;6500;5888;2114;3843;10950;5934;5682;545;26524;2619;8941;25847;8452;2177;7529;472;1030;3836;7533;29883;5925;1021;3839;900;7534;1493;983;890;9318;64682;996;10971;3840;7398;26271;641;4683;1033;63967;999;2672;4193;8850;8556;894;5933;3838;9134;8900;51191;586","G1-S"
"NCell cycle_G2-M",-0.16206299069479,0.28,0.657201053555751,"3364;4331;7532;993;5159;4691;10575;11065;10111;5888;23397;995;5604;10733;2114;10627;60561;901;6667;545;7013;26524;25847;4001;2177;6950;7529;472;8626;7150;7533;701;9133;675;900;7534;6790;983;64151;890;1432;64682;996;5727;10971;3832;26271;641;10592;7334;699;63967;5594;4085;8556;1950;10000;9113;1956;8900;3479;5156;51191;914","G2-M"
"NReproduction_Spermatogenesis, motility and copulation",-0.190935347069861,0.28,0.657201053555751,"7812;51;3301;3156;5452;1432;10321;6654;367;9043;4824;657;1386;1385;2706;5578;5573;9252;3306;2936;8031;5610;659;1950;7048;79400;167;3685;1761;1956;7046;3479;5156;3676;6658;1047;5079;1618;5579;2515","Spermatogenesis, motility and copulation"
"NDevelopment_Melanocyte development and pigmentation",-0.29798535821446,0.3,0.671258788081687,"3815;11318;673;2932;4286;1385;89780;5573;5594;5290;5077;5592;5579","Melanocyte development and pigmentation"
"NSignal transduction_NOTCH signaling",0.178347663850019,0.3,0.671258788081687,"768;7475;142678;84667;140825;2648;2626;3725;1855;55502;388585;3714;2535;8325;54361;2353;5609;3265;374;3172;7249;6300;6929;9924;7161;28514;5600;4855;5605","NOTCH signaling"
"NNeurophysiological process_Long-term potentiation",-0.252807562894362,0.32,0.686918259193833,"3708;1385;5578;2903;5573;5594;6198;2776;5290;5924;5593;627;5592;814","Long-term potentiation"
"NInflammation_Amphoterin signaling",-0.208504285491472,0.32,0.686918259193833,"5599;5054;3552;998;1147;5291;7189;1432;1386;3656;6093;4322;5594;6347;10000;10097;9475;5290;6283;5966;7099;6401;4312;7412;3593","Amphoterin signaling"
"NCardiac development_BMP_TGF_beta_signaling",-0.206031566273688,0.32,0.686918259193833,"5469;9821;1399;4087;6591;4089;90;2033;5925;4090;4086;2932;2296;8854;657;9421;5578;130399;8850;6997;7048;3624;5350;93649;4625;4208;1378;7046;5077;6657;4624;7547;165904","BMP"
"NApoptosis_Apoptotic nucleus",0.157125206255514,0.32,0.686918259193833,"10912;3963;3725;57060;8312;581;10848;1773;26471;4000;8870;7161;7297;11277;1051;4137;4616;2620;1677;4194;22985;85329;4926;604;984;23604;51147;51428;5625;4791;1647","Apoptotic nucleus"
"NImmune response_IL-5 signalling",-0.268222249595982,0.34,0.704071262587142,"3716;596;1399;6850;3717;5906;5781;5594;1439;695;5290;4067;6772;5321","IL-5 signalling"
"NDevelopment_Regulation of telomere length",-0.229521837687812,0.36,0.716942789034565,"26277;1019;672;6741;1736;6146;25913;10111;8658;5515;5934;6667;7013;2547;7520;5925;3320;1021;10728;5578;9536;4683;5290;5933","Regulation of telomere length"
"NNeurophysiological process_Circadian rhythm",-0.246414947901981,0.36,0.716942789034565,"5906;79365;23411;3708;3939;1385;5578;5573;5594;9575;5593;4919;4842;117","Circadian rhythm"
"NInflammation_IL-13 signaling pathway",-0.224829862613138,0.36,0.716942789034565,"1147;6368;3597;29110;5781;3708;6701;4953;1385;5578;5594;6356;6347;6772;3598;383;2208","IL-13 signaling pathway"
"NDevelopment_Hemopoiesis, Erythropoietin pathway",-0.225047712284211,0.36,0.716942789034565,"2549;596;8660;1399;6850;8503;3815;10018;3635;3717;5599;1147;6655;5291;5906;7222;890;5781;1432;6654;3709;3708;3845;1386;5578;9252;4893;5594;5063;695;894;5290;9134;8900;4067;5966;6772;3047;5294","Hemopoiesis, Erythropoietin pathway"
"NCardiac development_FGF_ErbB signaling",-0.197740783943763,0.36,0.716942789034565,"5469;9821;1399;5663;55193;4763;5318;2033;5925;2932;4773;4775;5587;8823;9965;5781;6654;8728;5578;5594;23414;3037;4625;4208;1956;3084;3572;10818;1909;6657;1462;3751;4624;2255;7547","FGF"
"NProtein folding_Protein folding nucleus",-0.193467540419632,0.38,0.734450549450549,"3308;4691;5532;5530;1457;2745;3066;51182;1499;4800;3312;7528;59343;3309;4869;3320;26060;22824;367;5903","Protein folding nucleus"
"NDNA damage_DBS repair",-0.167581441240855,0.38,0.734450549450549,"7341;1111;5111;6233;64421;3146;10111;5888;79677;5515;7518;545;1457;2547;7336;23137;8208;55775;286053;5928;2177;9937;472;7520;59343;4750;7150;25788;5889;57697;675;10635;23411;5591;7486;641;7334;4683;83990","DBS repair"
"NInflammation_IL-6 signaling",-0.225128009596248,0.38,0.734450549450549,"7529;8503;2;3717;2157;718;7533;6868;1147;6655;5291;7534;5781;6654;2335;10971;1386;3570;6690;5594;10000;5290;102;5966;3572;3240;3558;2244;2266;2243","IL-6 signaling"
"NCytoskeleton_Cytoplasmic microtubules",0.287954999107404,0.38,0.734450549450549,"3798;80086;347688;29911;22983;1742;4294;85378;347733;10381;7278;112714;3172;4296;9344;4137;22924;10749;1155;9181;113457;57787;79861;10013;7283;10300;7280;57576;10126;4135;7277;402;10844;6904;2011","Cytoplasmic microtubules"
"NDevelopment_Neurogenesis in general",0.279949306443059,0.38,0.734450549450549,"8822;63973;4760;50674;1813;7475;3623;5623;5076;2626;1855;266743;80279;4761;5986;7021;57716;2535;8325;4807;5050;54361;6496;4665;51564;9118;6663;1489;28514;4826;3213;220202;4855;1958;50846;5764;4010;9253;4192","Neurogenesis in general"
"NMuscle contraction_Relaxin signaling",-0.21685077458802,0.42,0.756214978448276,"2773;5291;5906;3708;1385;59350;5573;4322;5594;5144;2770;1910;2908;11172;5592;5294","Relaxin signaling"
"NTransport_Manganese transport",-0.209393189464328,0.42,0.756214978448276,"5516;27;8460;472;5495;27032;54822;8654;3422;51056;10988;4200;7512;6546;7534;5494;6507;6648;7223;5621;2683;6506;4199;3690;2589;7037;80036;3685;4907;3240;25769;383;22843","Manganese transport"
"NTranscription_mRNA processing",0.16685596095156,0.42,0.756214978448276,"55998;6625;29894;51690;728642;8106;8175;11189;10482;56000;65110;9092;10421;22827;25804;10921;9129;6294;6626","mRNA processing"
"NTranslation_Selenium pathway",-0.262915335134103,0.44,0.76882091503268,"7296;6403;1734;1733","Selenium pathway"
"NSignal transduction_Nitric oxide signaling",-0.199742395976998,0.44,0.76882091503268,"6477;5291;5494;4217;1386;1385;2903;5594;6772;5592;814;4842;3458","Nitric oxide signaling"
"NTranscription_Transcription by RNA polymerase II",-0.147153446370543,0.44,0.76882091503268,"2959;6882;6314;9440;80306;9111;9325;23450;2965;3146;4331;9477;9519;2958;23097;1024;8458;6874;9044;5433;27336;9439;6877;79577;8805;2074;83860;9646;5469;5432;5431;7150;11198;123169;7110;9282;9412;892;1810;6827;6875;6884;10891;8850;904;2966;2957;9969;5450","Transcription by RNA polymerase II"
"NDevelopment_Skeletal muscle development",0.283307555790118,0.44,0.76882091503268,"4618;91156;100271849;183;825;859;844;1742;83933;1674;6442;26287;3679;7169;1960;4608;8106;2660;51564;10014;6300;4000;6929;9924;5600;72;9569","Skeletal muscle development"
"NDevelopment_Neurogenesis_Synaptogenesis",0.285222764255634,0.46,0.781695906432749,"2890;4909;8497;2891;6853;5121;6804;6843;9542;1742;8541;348;1855;4900;57596;375790;2902;9228;54910;145957;201294;80852;58512;9378;9463;6861;1627;6810;7224;1947;1600;1822;774;8927;3785;1949;6616;773;57787;58;815;9066;6844;4916","Neurogenesis"
"NApoptosis_Apoptotic mitochondria",-0.185401721369928,0.5,0.800131689213456,"5366;1603;7532;663;665;8915;7009;57019;2745;317;51182;596;10018;54205;7533;8767;9774;55669;4217;4976;5594;597;5290;79370;1080;2668","Apoptotic mitochondria"
"NInflammation_Inflammasome",-0.199588088259813,0.5,0.800131689213456,"440068;91662;3456;114769;23586;23118;2033;1965;114548;8767;1968;5027;24145;1147;7189;29110;1432;1386;64135;5594;5610;9451;695;7098;838;3554;7099;51284;90865;51311;4118","Inflammasome"
"NTransport_Sodium transport",0.284263444567412,0.5,0.800131689213456,"2890;6339;6550;115584;142680;6323;3757;8671;7442;6534;57657;6543;57282;6524;26266;5174;363;83959;477;54795;200010;6326;59341;6511;7226;117144;610;6528","Sodium transport"
"NCytoskeleton_Regulation of cytoskeleton rearrangement",0.192224296949303,0.5,0.800131689213456,"80086;91544;347688;10188;393;1674;10677;9266;6442;347733;51466;89846;10381;70;7278;1264;9564;112714;88;9344;1627;10095;57580;89;50855;27289;6710;5339;2810;9181;113457;58;4703;79861;7791;10420;5216;6712;7283;4650;4619;7280;2775;51517;9826;6714;7277;7410;2934;3984","Regulation of cytoskeleton rearrangement"
"NSignal transduction_ESR1-nuclear pathway",0.208397717234829,0.5,0.800131689213456,"177;7349;3293;7031;3726;3292;10268;3725;6623;3315;5914;28992;1152;4350;4776;3880;2353;2286;10865;9112;3265;107;5241;3667;112;5605;27043;4255;196883;79039;1509;9021;6256;9667;1312;4129;2647","ESR1-nuclear pathway"
"NCell adhesion_Amyloid proteins",0.271480279468703,0.54,0.821274320172943,"7448;4909;10307;80086;347688;7475;30818;57524;1855;80332;347733;4914;375790;5300;3714;65078;2535;8325;10381;9546;7278;54361;6288;112714;1795;7483;28514;9378;4855;4137;948;4803;1509;322;1600;6289;4804;5664;113457;58;682;4099;79861;54567;4851;7480;2017;7280;3728;7473;2775;4854;6714;7484;7277;55851;2697;3984;6464;8825","Amyloid proteins"
"NApoptosis_Apoptosis stimulation by external signals",-0.187917335810659,0.56,0.831909313180707,"4087;4089;92;10018;3635;3717;54205;5599;9530;6868;1147;843;355;4217;3953;5062;5594;2776;7048;8743;3624;148;51752;7046;3084;5321;939;627;4049;356","Apoptosis stimulation by external signals"
"NCytoskeleton_Macropinocytosis and its regulation",0.192125580098789,0.58,0.837875283691776,"80086;347688;347733;4914;10381;7278;3265;112714;3667;3952;1487;5598;4803;5333;83547;113457;79861;5216;83871;7280;7277;7410;10458;3984;6464;207;5155","Macropinocytosis and its regulation"
"NSignal transduction_Leptin signaling",0.187764057186666,0.58,0.837875283691776,"1375;4852;6833;5443;1052;2353;3265;3667;5449;3952;1051;1958;3767;9021;2998;6720;1050;6778;10401","Leptin signaling"
"NDNA damage_Core",-0.234508483045972,0.6,0.843876262626263,"5884;672;6119;1111;5111;3364;10111;5810;545;2547;5981;472;7520;5591;4683","Core"
"NMuscle contraction",0.284134920364382,0.6,0.843876262626263,"3674;4607;5731;8557;7432;1760;3757;825;487;1241;6804;782;844;5021;1742;1674;6442;26287;2979;5348;70;4608;1264","Muscle contraction"
"NReproduction_Progesterone signaling",0.213509983912476,0.6,0.843876262626263,"2566;80086;347688;5020;2564;6019;7031;3292;83463;5021;3725;2567;1855;9088;347733;8399;10381;7278;5331;3265;4282;107;112714;5241","Progesterone signaling"
"NSignal transduction_ERBB-family signaling",0.226432169769585,0.62,0.851051550626412,"9542;3725;4294;2353;5609;3265;145957;374;2886;3667;8517;5605","ERBB-family signaling"
"NReproduction_Gonadotropin regulation",0.268705926955033,0.62,0.851051550626412,"2566;2890;3972;2785;7432;7434;2564;3726;3164;2913;2796;3725;2567;2354;2914;2353;5609;3265;107;10014;4296;5600;9463;3952;5605;80142;1958;467","Gonadotropin regulation"
"NDNA damage_MMR repair",0.216542921446638,0.66,0.863907168037603,"11219;4439;5424;4595;4438;7161","MMR repair"
"NTransport_Bile acids transport and its regulation",0.298331067076118,0.68,0.871816612315365,"8856;5914;10998;3172;8714;10864;948;8647;64240","Bile acids transport and its regulation"
"NDevelopment_Keratinocyte differentiation",0.180182697952354,0.7,0.879242623566999,"3725;7051;3727;2353;5609;3265","Keratinocyte differentiation"
"NSignal transduction_ESR2 pathway",0.287351506631758,0.7,0.879242623566999,"5020;7031;5914;4776;56547;3880;2353;3265;26471;10273;283120;5600;5605;27043;948;79039;6256;29893;6720;2872;4846;5016;7124;9612;57109;10474;7422;5536;6714;6464;207;6776;9584","ESR2 pathway"
"NProtein folding_Folding in normal condition",0.216042235365865,0.7,0.879242623566999,"3299;3311;64714;3315;23640;3310;23770;10273;3303;3316;11140;5202;3300;2580;10036;1410;6449;8086;1409;3297;126393;10131;27129;9049","Folding in normal condition"
"NCell adhesion_Synaptic contact",0.253033618069006,0.7,0.879242623566999,"2566;2890;2564;816;6804;64130;8938;1742;2567;2901;246213;2902;85358;54910;58512;6900;9378;88;6861;1627;6810;1945;22895;23114;1947;89;2893;2560;1942;3897;1949;6616;5664;815;9066","Synaptic contact"
"NTransport_Iron transport",0.284377475626851,0.74,0.892500225570694,"4100;3242;55586;1356;247;137872;7036;7054;6556;57348;112398;18;51312;121278;81894;3263;23498;94033;162466;7124;57817;8985","Iron transport"
"NReproduction_Feeding and Neurohormone signaling ",0.22057303737157,0.76,0.904220738762795,"5122;4485;7425;5744;10307;3484;2118;3725;3315;2834;4486;5443;6866;581;3911;2353;3265;3590;51052;107","Feeding and Neurohormone signaling "
"NDevelopment_ERK5 in cell proliferation and neuronal survival",0.299737384689512,0.78,0.914744692051237,"3725;4914;2353;3265;5598;4803;5590;22937","ERK5 in cell proliferation and neuronal survival"
"NCytoskeleton_Spindle microtubules",0.21779154611102,0.82,0.929996606142881,"80086;347688;29911;22983;9985;85378;347733;10381;7278;54998;29882;112714;10362;3835;4137;8379;8086;113457;4926;57787;79861;2036;7283;1059;10300;7280","Spindle microtubules"
"NTranslation_Translation in mitochondria",0.266255372311289,0.84,0.942760705289673,"128308;64975;51073;3172;10573;6150;65993;54460;116540;64949;79587;54938;79590;64981;64432;64978;116541;6183;122704;7284;51069;80222;57176;6182;51116;219927;84545;64951","Translation in mitochondria"
"NNeurophysiological process_Corticoliberin signaling",0.281197993997559,0.92,0.970840767348228,"3164;5307;3727;5443;2353;4282;107;1395;1958","Corticoliberin signaling"
"NMuscle contraction_Nitric oxide signaling in the cardiovascular system",0.246260996430481,0.92,0.970840767348228,"1482;5020;859;487;2118;153;5021;4878;2626;3725;2354;3827;2101;5331","Nitric oxide signaling in the cardiovascular system"
"NSignal Transduction_TGF-beta, GDF and Activin signaling",0.226004619720444,0.92,0.970840767348228,"4618;8928;3623;2057;3725;3727;3665;8312;7709;2353;5331;3265;2660;10637;5460;10272;3667;5600;4855","TGF-beta, GDF and Activin signaling"
"NNeurophysiological process_Taste signaling",-0.166633308894537,0.94,0.976375786774419,"346562","Taste signaling"
"NTransport_Synaptic vesicle exocytosis",0.244643730725072,0.94,0.976375786774419,"8448;8497;6534;6804;10815;6843;64130;8541;112755;6620;246213;9501","Synaptic vesicle exocytosis"
"NDNA damage_BER-NER repair",0.245776165324508,0.96,0.979267399267399,"79661;10309;4913;29935;5424;4350;4595;5883;56949;27343;10039;3978;57804;5886;5426;84126;7515;2067","BER-NER repair"
"NCell cycle_Meiosis",0.238081327690373,0.96,0.979267399267399,"80086;347688;4439;51207;9985;347733;5883;3714;10381;7278;112714;10388;4438;7161","Meiosis"
"NProtein folding_Response to unfolded proteins",0.242573516873381,0.98,0.986197395166755,"3299;3311;64714;3315;3310;10273;3303;3316;3300;3297;126393;27129;9049","Response to unfolded proteins"
"NTranscription_Chromatin modification",0.231949194874312,1,1,"2648;53615;83933;79885;55929;84444;51564;10014;51547;10362;8535;64754;6015;10919;10036;57332;23492;4221;9810;10013;23410;3159;1107;10856;3276;10498;10661;1786;6601;23409;22933;6839;6597","Chromatin modification"
