"","Observed.score","Pvalue","Adjusted.Pvalue","Leading.Edge","Gene.Set.Term"
"NTranslation_Translation in mitochondria",-0.155504249346226,0.56,0.858629523691083,"51373;64981;60488;29074;124454;128308;23438;80222;64975;51021;84545;64949;65993;54948;116541;64976;54460;63931;64951;79587;122704;28973;55052;64969;64928;51264;153527;64963;92259;6182;10102;219927;65008;28957;29093;6150;51642;26589;28998;65080;29088;64432;124995;63875;65003;79590;10240;51258;51650;23107;7284;51081;7818;11222;114294;9801;6183;10884;79731;54534;51067;65005;740;51318;51116;64983;64978;51069;51649;57129;64960;54938;56945;10352;51073;28977;64965;84311;7702;55157;51253","Translation in mitochondria"
"NNeurophysiological process_Transmission of nerve impulse",0.322838289636171,0.56,0.858629523691083,"5923;775;5582;3777;6335;2891;1742;9478;2906;40;2904;57468;3780;2743;27345;2901;2918;815;3778;11255;4131;9722;23413;9826;11178;2770","Transmission of nerve impulse"
"NCell adhesion_Synaptic contact",0.328704575750701,0.56,0.858629523691083,"246213;4045;9378;2048;88;4684;1000;1742;2904;2901;8938;9229;815;1740;2049;64130;6861;9223;1945;2047;6857;1947;85358;2892;4978","Synaptic contact"
"NSignal transduction_ESR1-nuclear pathway",-0.218572567515151,0.56,0.858629523691083,"1152;5970;8204;1017;5469;1950;60;9021;113;10865;5618;8031;2885;3309;4436;994;2494;6387;3084;5468;4255;10268;9420;111;6623;196883;1545;3791;4843","ESR1-nuclear pathway"
"NSignal transduction_ESR2 pathway",0.162190093928209,0.58,0.870776911836337,"8431;4846;4776;196;6776;2950;6233;9612;7422;6777;57727;3643;5600;23543;6464","ESR2 pathway"
"NSignal transduction_Leptin signaling",-0.24663685868149,0.58,0.870776911836337,"2931;1385;5451;9021;2885;2998;3767;5140;1191;6772;5468;5321;6833;3553","Leptin signaling"
"NCardiac development_Wnt_beta-catenin, Notch, VEGF, IP3 and integrin signaling",0.334481739068553,0.58,0.870776911836337,"4624;4625;5350;3397;5175;6885;4776;796;51176;3399;2200;10052;6909","Wnt"
"NTransport_Sodium transport",0.313671176730502,0.6,0.876157763828023,"6569;348932;2701;123041;83959;7226;6546;41;358;55089;7222;6335;6557;9153;482;6549;40;348980;26266;6550;477;7224;3757;6548;6334;55800;7225;3064;6533","Sodium transport"
"NNeurophysiological process_Long-term potentiation",0.363672817732566,0.62,0.880642857142857,"627;5923;4846;2891;5593;2904;815","Long-term potentiation"
"NSignal transduction_ESR1-membrane pathway",0.336173354885632,0.62,0.880642857142857,"108;3667;5582;4846;2852;2099;109;5241;2066;857;595;112","ESR1-membrane pathway"
"NTranscription_Chromatin modification",0.228419763135566,0.62,0.880642857142857,"84733;6594;10661;79885;8295;675;55869;64324;3065;473;57332;83933;2648;6602;8289;9874;23468;23409;10362;10284;9031;7994;10014;11176","Chromatin modification"
"NReproduction_FSH-beta signaling pathway",0.31101172397915,0.62,0.880642857142857,"6194;2796;3667;3486;10272;2118;652;815;6196;5087;3624;6199;595;7049;2770;8660;2069;90;7042;5333;7422;5858;5608;3480;3479;773;7249;4609;6462;4214;25928;7040;1387;5600","FSH-beta signaling pathway"
"NDevelopment_Keratinocyte differentiation",-0.173780246006263,0.64,0.888876872817393,"7046;3516;4084;8061","Keratinocyte differentiation"
"NTransport_Iron transport",0.342276052037359,0.64,0.888876872817393,"7036;57817;57348;240;5352;3242;1806;3081;118980;5264;3263;8974;162466","Iron transport"
"NMuscle contraction_Nitric oxide signaling in the cardiovascular system",0.316989970007396,0.64,0.888876872817393,"3320;5350;775;2624;4846;154;2118;5138;624;5581;815","Nitric oxide signaling in the cardiovascular system"
"NResponse to hypoxia and oxidative stress",-0.208371610055314,0.64,0.888876872817393,"2730;2949;3162;9446;2944;5743","Response to hypoxia and oxidative stress"
"NApoptosis_Apoptosis stimulation by external signals",-0.205869066540757,0.64,0.888876872817393,"92;5879;7186;7048;7046;2885;51752;1839;3084;3635;148;5321;4914","Apoptosis stimulation by external signals"
"NTransport_Bile acids transport and its regulation",0.356446257261251,0.66,0.895569007263923,"6579;8431;5244;9971;64241","Bile acids transport and its regulation"
"NNeurophysiological process_GABAergic neurotransmission",-0.23982491213809,0.66,0.895569007263923,"203068;2885;113457;2271;9568;2752;2554;84617;111;10381;23228;347733","GABAergic neurotransmission"
"NCell cycle_G0-G1",-0.195710612965915,0.68,0.905076109251862,"1871;5494;5933;1017;892;5618;5906;5925;1869;5468;983","G0-G1"
"NSignal Transduction_Cholecystokinin signaling",0.184740285372175,0.68,0.905076109251862,"5125;2099;6655;5581;51196;2247;815;5338;2770;885;5335;5922;5333;5608;10818;4609;5600;6464;5578","Cholecystokinin signaling"
"NDevelopment_Neurogenesis_Axonal guidance",0.294329411596044,0.74,0.921561616161616,"5365;4916;5125;4974;627;80031;775;8633;91584;9353;4915;322;2048;3983;6092;4684;1943;2044;1000;117;51807;8522;219699;815;9638;2049;1826;9423;6285;338;9826;5364;10787;79026;2043;4619;2047;1947;4909;9723;2041;8507;1020;4744;6586;6403;5335;1948;348;5530;7204","Neurogenesis"
"NDevelopment_Hedgehog signaling",0.293659530396244,0.76,0.92580179824128,"3320;5745;1270;26585;3397;8405;51176;50846;27148;3399;7474;6909;407;4613;652;30812;2290;4010;2535;8626;2194;9924;5744;655;84976;91653;5087;3624;1855;4919;595;9826;6502;6662;6925;1028;4318;2770;2305;367;3714;6935;90;4851","Hedgehog signaling"
"NNeurophysiological process_Circadian rhythm",0.214250793484719,0.78,0.927886916248553,"117;5593;815;4919;8863","Circadian rhythm"
"NCardiac development_Role of NADPH oxidase and ROS",0.232534582984243,0.78,0.927886916248553,"4624;5350;8854;3397;6885;2099;6591;5581;604;2697;50507","Role of NADPH oxidase and ROS"
"NApoptosis_Anti-Apoptosis mediated by external signals by Estrogen",0.298852711202217,0.8,0.934192081833681,"775;5582;4846;2810;2852;2099;5581","Anti-Apoptosis mediated by external signals by Estrogen"
"NProteolysis_Ubiquitin-proteasomal proteolysis",0.29045878188944,0.8,0.934192081833681,"3320;7345;7347;170302;8405","Ubiquitin-proteasomal proteolysis"
"NTransport_Synaptic vesicle exocytosis",0.280709690419097,0.84,0.949253895508708,"246213;348932;23504;1644;2054;8927;2571;1759;23025;26059;201294;5865;64130;9900;10814;6861;3064","Synaptic vesicle exocytosis"
"NReproduction_Male sex differentiation",0.244145340662325,0.84,0.949253895508708,"3305;2130;5156;1644;6885;50846;56937;6909;939;6660;51807;9148;50511;2247;652;7113;3303;604;815;7020;6776;472;8911;8626;2194","Male sex differentiation"
"NCell adhesion_Cell junctions",0.266970260968781,0.86,0.952559518461953,"1009;5317;2700;2701;9076;51176;2810;88;10052;3848;1000;1742;51807;1013;667;9231","Cell junctions"
"NCytoskeleton_Actin filaments",0.267951766795927,0.88,0.960644590047813,"5217;2039;22885;4647;10529;3983;88;8910;6442;667;6444;2318;4650;288;6840;27252;11133;29993;10420;7169;4619;1729;8936;6710;7402;261734","Actin filaments"
"NCell adhesion_Integrin-mediated cell-matrix adhesion",0.265026249348144,0.88,0.960644590047813,"10631;6696;5217;1277;3371;22801;1634;5923;8515;3679;51176;1281;2200;3694;7103;88","Integrin-mediated cell-matrix adhesion"
"NAutophagy_Autophagy",-0.155279183684527,0.9,0.966811884638843,"8678;7098;5728;7100;54106;7099","Autophagy"
"NCardiac development_FGF_ErbB signaling",0.278664658940314,0.9,0.966811884638843,"4624;4625;3397;4776;2056;3399;2099;5581;1909;5310;4763;2066;5587;2057;1462;4619;1906;55553;6257","FGF"
"NDevelopment_Melanocyte development and pigmentation",0.329693446480552,0.92,0.973453484380364,"51176;11318;5443;1855","Melanocyte development and pigmentation"
"NSignal transduction_ERBB-family signaling",0.259673693603137,0.92,0.973453484380364,"3667;5582;5581;1846;2066;5602;685;8660;9046;2069;5335;145957;4294","ERBB-family signaling"
"NProtein folding_Folding in normal condition",0.27006220211124,0.92,0.973453484380364,"3320;3316;1410;3315;2289;3303","Folding in normal condition"
"NReproduction_Feeding and Neurohormone signaling ",0.25214938672264,0.98,0.990605886693449,"3486;64506;775;2054;4485;51052;2118;3315;1446;3911;5581;5443;815;7020;6776;4486;5744;6869;1447;3910;283869;6199;3909;3915;6662;2770;1906;3906;10307;367;3590;1020;5335;7042","Feeding and Neurohormone signaling "
"NNeurophysiological process_Corticoliberin signaling",0.327013343323923,1,1,"775;9095;3848;5443;815","Corticoliberin signaling"
"NTransport_Manganese transport",0.283608517774974,1,1,"7352;22843;7226;6546;2810;5313;8459;7224;472;3263;162466;55503;6533","Manganese transport"
