"","Observed.score","Pvalue","Adjusted.Pvalue","Leading.Edge","Gene.Set.Term"
"NInflammation_IL-10 anti-inflammatory response",-0.285384412969372,0.36,0.655186007773459,"4615;5600;3458;4609;6772;1466;6198;5293;7297;3162;10922;54210;207;5290;7124;5747;4791;6300;4793;3654;4318;890","IL-10 anti-inflammatory response"
"NDevelopment_Neurogenesis_Axonal guidance",-0.247450593189313,0.36,0.655186007773459,"7846;673;4897;1944;57522;2767;55740;348;2050;5457;5290;6261;1627;23654;2049;3897;9615;64780;2047;9475;10097;5747;4627;203068;2002;1000;5566;1639;1943;7408;9826;55558;7277;10755;65078;3985;84790;347688;10381;5605;396;3984;10376;5361;6714;5365;2778;5335;7804","Neurogenesis"
"NInflammation_Protein C signaling",-0.285406755794812,0.38,0.673085652526344,"5594;2768;5879;10987;5332;5330;10672;5328;207;7124;9020;2153;9475;10097;5747;4791;81;8877;88;4363;4793;3985;3984;6714;3654","Protein C signaling"
"NCytoskeleton_Macropinocytosis and its regulation",-0.281439664533175,0.38,0.673085652526344,"5879;7846;7410;1487;207;5290;10097;5747;1956;203068;7277;5598;5155;84790;347688;10381;3265;3984;10376;5216","Macropinocytosis and its regulation"
"NSignal transduction_ESR2 pathway",-0.286671095331704,0.38,0.673085652526344,"57109;23054;8805;207;7124;79039;7316;1956;5469;7422;5894;27043;29893;8202;5605;3265;6714;2778","ESR2 pathway"
"NSignal Transduction_Cholecystokinin signaling",-0.298271203933307,0.38,0.673085652526344,"5594;2768;5879;2185;10298;2767;5332;5330;887;10672;207;5290;113;22808;5747;5566;5894;8986;5606;2932;9138;4296;5605;3265;6714;5335","Cholecystokinin signaling"
"NCardiac development_Role of NADPH oxidase and ROS",0.23269479814607,0.38,0.673085652526344,"2099;596;4790;5728;5925;3397;2697;4090;8854;1003;4086;10370;2736;4208;50507;5532;84525;6926;841;4209;27295;4089;5581;2702;118;6662;4628;840;4619;6256;6416;6591","Role of NADPH oxidase and ROS"
"NProtein folding_Protein folding nucleus",-0.323256193433484,0.4,0.684915763353794,"8086;51182;7919;4691;3054;135295;7283;3066;10856;22824;10525;10036;55723","Protein folding nucleus"
"NDevelopment_Hemopoiesis, Erythropoietin pathway",-0.276677031644398,0.4,0.684915763353794,"5594;8651;1399;5879;5293;10018;5777;207;5290;2056;8900;5781;867;6654;1056;4791;2002;5894;6300;10603;5605;3265;1017;6714;5335;9134;898;890","Hemopoiesis, Erythropoietin pathway"
"NInflammation_Innate inflammatory response",0.224378503466879,0.4,0.684915763353794,"7098;720;3708;4790;8399;353376;718;3553;6774;729;4214;11035;730;51752;3709;3725;7096;7189;5601;5742;54472;23643;5743;60489;1235;775;727;3551","Innate inflammatory response"
"NSignal transduction_Androgen receptor signaling cross-talk",0.252107380213962,0.42,0.700231434384537,"5295;857;7048;3479;4790;154;6774;367;5494;3480;1499","Androgen receptor signaling cross-talk"
"NCardiac development_FGF_ErbB signaling",0.240899243307399,0.44,0.716893252143656,"3572;2099;4629;2065;5925;3397;1909;23414;5663;2736;4208;26281;27086;3399;6605;2263;6926;1462;5587;4209;27295;5607;5581;1489;2255;4628;10818;3037;4619;6256","FGF"
"NRegulation of metabolism_Bile acid regulation of lipid metabolism and negative FXR-dependent regulation of bile acids concentration",0.25006688254573,0.46,0.731835942240019,"5295;3169;2203;32;2308;3171;118;5170;8431;2494;3172","Bile acid regulation of lipid metabolism and negative FXR-dependent regulation of bile acids concentration"
"NSignal transduction_ESR1-membrane pathway",-0.272794364234015,0.46,0.731835942240019,"109;5330;10672;4478;207;5290;9564;108;113;9475;1956;2002;5566;5894;2932;9138;27043;8202;5605;3265;6714;2778","ESR1-membrane pathway"
"NTranslation_Translation initiation",-0.258594848447468,0.48,0.745826025124437,"6224;6181;2091;6143;8664;8445;65110;9669;26019;6164;3646;6128;1454;6159;8761;5611;5976;6229;8602;3929;6223;6132;26986;65109;9470;51602;1978;1453;1981;1984;3692;8894;10528;8662;1736","Translation initiation"
"NImmune response_IL-5 signalling",0.287125276425888,0.5,0.757510977582621,"5295;596;2353;3716;6774;3726;3725;5906;3717;5170;6777","IL-5 signalling"
"NSignal transduction_Nitric oxide signaling",-0.263498859836225,0.5,0.757510977582621,"9722;5600;4846;3458;6772;1742;581;5594;4217;5879;5293;836;207;7124;578;7422;2002;5894;5605;3265;6714;4318;2597","Nitric oxide signaling"
"NCell adhesion_Amyloid proteins",0.216674433537548,0.5,0.757510977582621,"4137;6424;596;857;1495;9743;8502;7474;2776;2697;51176;113457;8322;1003;8325;5663;842;1499;3339;2317;7481;1601;10519;4853;839;841;27181;112714;351;182;6093;948;28514;7278;10307;6288;4811;4099;387;80086;998;1277;7042;55851;5595;4909;102;8321;1509;8825","Amyloid proteins"
"NApoptosis_Apoptotic mitochondria",0.246862786152585,0.52,0.767156520760662,"665;596;2745;8678;64112;149428;572;1603;8915;7009;599","Apoptotic mitochondria"
"NInflammation_NK cell cytotoxicity",-0.250999880325416,0.56,0.79452007358511,"3811;3458;5551;6772;57292;3805;637;688;7535;5594;5879;100132285;3135;2185;1677;7297;3601;5777;836;3561;7124;27040;811;5781;4772;6654;3002;5894;654364;4793;7037;5605;3265;3148;4001;4830;5335","NK cell cytotoxicity"
"NNeurophysiological process_Corticoliberin signaling",-0.275547952113356,0.58,0.803166455428813,"5594;673;2767;1394;409;2002;5566;4282;2778;2870","Corticoliberin signaling"
"NMuscle contraction",0.232085444485252,0.58,0.803166455428813,"5515;6444;4629;5733;1266;2697;1909;7871;7168;5348;7057;3270;59;6717;3778;4634;8736;6445;2702;7881;6093;4638;1264;8910;89832;821;6329","Muscle contraction"
"NTransport_Sodium transport",0.195989200400223,0.58,0.803166455428813,"9;5174;5025;6505;6558;25769;480;358;6330;2701;481;9497;9187;8671;5652;6548","Sodium transport"
"NProtein folding_ER and cytoplasm",-0.269054551027077,0.6,0.81671511627907,"3303;7253;1457;64714;7157;23480;7415;3831;51182;29927;811;11231;5034;5611;10525;55176","ER and cytoplasm"
"NSignal transduction_ERBB-family signaling",-0.257960789245243,0.6,0.81671511627907,"207;5290;9542;9020;867;1956;5588;7039;9712;2886;2002;5894;5605;3265;6714;5335","ERBB-family signaling"
"NReproduction_GnRH signaling pathway",0.216135621949589,0.6,0.81671511627907,"5295;2099;1846;3708;3953;1843;1958;3553;3952;367;8644;7434;4214;3725;5734;5581;107;1438;6401;5742;3717;6667;5743;998;408;8536;1386;5595;23426;4131;1432","GnRH signaling pathway"
"NTransport_Potassium transport",0.192446695843155,0.6,0.81671511627907,"5025;6505;6558;25769;480;358;5349;2701;2697;481;23704;9187;3747;5348;30820;6532;54795;3778;3756;3788;3790;7881","Potassium transport"
"NApoptosis_Anti-apoptosis mediated by external signals via NF-kB",-0.241376926784162,0.62,0.829048444671086,"3601;836;5518;140;207;5290;7124;9020;134;5747;7422;7187;5566;7186;83596;5155;3265;3654;332","Anti-apoptosis mediated by external signals via NF-kB"
"NCell adhesion_Integrin-mediated cell-matrix adhesion",-0.230916850482521,0.62,0.829048444671086,"3696;5594;2319;5879;5923;5293;7846;3987;23396;5217;2316;4478;207;5290;9564;3674;3678;8936;1729;1282;1280;9475;10097;5747;203068;81;88;5894;4651;3695;7408;7277;2932;8440;3985;84790;347688;29780;10381;5605;3265;396;3984;10376;6714;5216;5335","Integrin-mediated cell-matrix adhesion"
"NDevelopment_Regulation of telomere length",-0.292300789400222,0.66,0.844962406015038,"54984;4609;54386;7157;1021;7012;54433;207;5290;1029;2547;1019;65057;672;1017;5933;1736","Regulation of telomere length"
"NApoptosis_Endoplasmic reticulum stress pathway",0.225037364177559,0.66,0.844962406015038,"596;3708;7494;4790;2353;22926;148327;842;3725;841;3309;1983;3164;8666;9709;23645;840;6416;9695","Endoplasmic reticulum stress pathway"
"NInflammation_IL-6 signaling",-0.24855643485188,0.66,0.844962406015038,"5594;8651;1356;5293;5777;836;140885;7249;207;5290;3674;5004;5781;6654;4791;5005;2002;5894;3929;7531;2810;1051;7532;5605;3265;7534","IL-6 signaling"
"NInflammation_IL-12,15,18 signaling",0.230439010651387,0.68,0.852666411629686,"57161;4790;2353;3716;3725;7189;5601;3717;3551;3596;6776;1386","IL-12,15,18 signaling"
"NChemotaxis",0.184750323955474,0.68,0.852666411629686,"1524;6359;5295;9353;4790;6387;9547","Chemotaxis"
"NResponse to hypoxia and oxidative stress",-0.229502384451149,0.7,0.862484728878865,"2747;7157;2937;5594;221357;4217;6647;3162;2939;2686;2938;207;5052;2678;5660;4899;1029;9020;54583;10549;6648;6300;5606;1051;3326;11200;1111;2597","Response to hypoxia and oxidative stress"
"NProliferation_Positive regulation cell proliferation",-0.226068566229471,0.7,0.862484728878865,"7866;5594;4145;5697;5879;5923;5293;2185;6374;673;2767;5657;1464;5777;3561;887;238;207;5290;9564;5781;1729;6654;5575;3359;9475;1956;7422;1378;5566;5894;8061;2932;3985;3068;4296;5605;3265;1017;6714;1871;1663;4839;6502;898;994","Positive regulation cell proliferation"
"NDevelopment_Melanocyte development and pigmentation",-0.276903234383622,0.72,0.870760999907757,"5594;673;89780;207;5290;4157;5566;2932;3265;2778","Melanocyte development and pigmentation"
"NReproduction_Male sex differentiation",-0.220464468680487,0.72,0.870760999907757,"7536;5594;268;5727;7846;1761;2767;1213;650;51182;9191;4201;207;4948;8900;3297;113;8021;8607;6654;1644;1956;11011;3714;7039;203068;4678;7283;10454;5566;5894;655;5460;2130;7277;10525;7182;26528;84790;347688;10381;3265;23636;10376;6714;51087;3159;983;1111","Male sex differentiation"
"NTransport_Bile acids transport and its regulation",0.190466423429823,0.76,0.888247459440185,"5243;948;85320;8431;2494;3172","Bile acids transport and its regulation"
"NProtein folding_Response to unfolded proteins",-0.251132863253868,0.76,0.888247459440185,"3303;3300;3308;3299;3311;64714;3315;23759;7415;9049;3831;51182;10277;811;3297;5034;5611;10808;79139;3329;468;22824;10525;3326","Response to unfolded proteins"
"NInflammation_IL-2 signaling",-0.234541810367663,0.76,0.888247459440185,"3805;6198;924;1230;9235;5594;5293;5777;140885;207;5290;5781;4900;4772;4791;2002;4775;5534;3559;5894;1019;4793;5605;3265;1017;5335","IL-2 signaling"
"NTransport_Calcium transport",-0.227455125241319,0.78,0.896517927588323,"51150;1742;5310;9381;488;9033;8912;7352;2185;2054;30818;2550;59341;8996;7442;6261;1134;9456;27092;811;5553;84876;6786;7226;5589;51393;80331;55503;22953;57192;5534;55640;1138;4312;6279;4282;7534;5335","Calcium transport"
"NSignal transduction_Oxytocin signaling",-0.250278356824013,0.8,0.908750649800728,"5594;2767;4624;5330;1482;9475;1956;5894;80142;5605;3265","Oxytocin signaling"
"NNeurophysiological process_Visual perception",0.14566412071462,0.8,0.908750649800728,"3708;25769;5158;1429;9187","Visual perception"
"NInflammation_Neutrophil activation",-0.236808586744786,0.8,0.908750649800728,"1535;317;3567;637;2919;5594;4049;8651;5879;5293;6374;2767;5332;836;109;5330;207;5290;5062;6261;7124;8398;108;5465;113;9020;9475;10097;4791;7187;3559;5894;1241;7186;6300;8061;3985;5605;3265;3984;6804","Neutrophil activation"
"NNeurophysiological process_Olfactory transduction",-0.228356887218925,0.82,0.91708777616651,"801;815;2782;1262;2774;109","Olfactory transduction"
"NDevelopment_ERK5 in cell proliferation and neuronal survival",-0.284029249676238,0.82,0.91708777616651,"65125;5584;2005;5894;5598;3265","ERK5 in cell proliferation and neuronal survival"
"NDevelopment_Neuromuscular junction",-0.214179140683086,0.82,0.91708777616651,"5332;5330;2017;5913;43;1134;1856;1282;6654;5747;1837;2002;5894;1857;1138;7532;5605;3265;6714;5335","Neuromuscular junction"
"NCell adhesion_Synaptic contact",-0.1910817961719,0.82,0.91708777616651,"1627;9456;818;2049;3897;54910;2047;10097;81;1000;88;2564;23114;8573;22839;6804;1785;5216","Synaptic contact"
"NCytoskeleton_Actin filaments",-0.231258980420015,0.82,0.91708777616651,"9322;10096;4430;29993;5217;2017;2316;4478;4644;10092;1627;8936;6624;1729;9475;10097;5747;10095;4627;4647;81;88;1730;8476;7408;5339;822;3985;4650;3984;6712;6714;81624;5216","Actin filaments"
"NImmune response_Antigen presentation",-0.227984743576112,0.84,0.925093658126838,"6892;3811;3458;941;958;6772;6890;3805;5695;23480;5694;5684;5689;5714;29851;3135;5719;51182;29927;5692;353091;920;7124;6891;811;5691;4791;8943;5690;5709;10437;5718;5693;10131;10213;5688;5717;23308;4793;23198;3326;5708;55176","Antigen presentation"
"NInflammation_IL-13 signaling pathway",-0.231451255116938,0.86,0.934636936339523,"4609;6772;6361;5594;2208;8651;5293;7297;4953;5777;207;108;3557;5781;2002;8877;5894;5605;3265;5335","IL-13 signaling pathway"
"NCell adhesion_Integrin priming",-0.239871618059973,0.86,0.934636936339523,"5594;2768;5293;2767;5332;23396;5330;5290;3674;818;3678;1282;6654;1280;5747;5894;9267;5605;3265;6714;5335","Integrin priming"
"NInflammation_Kallikrein-kinin system",-0.206350631291451,0.86,0.934636936339523,"2244;1361;2161;7512;773;5600;2266;4846;624;5594;5293;7297;2767;5332;5650;5330;5328;873;623;5290;11202;5781;2153;5747;2002;5894;59272;80142;6300;4793;5605;3265;6714;2778;5335","Kallikrein-kinin system"
"NReproduction_Spermatogenesis, motility and copulation",-0.223350282628443,0.86,0.934636936339523,"9043;29117;7016;207;4948;1616;2678;3297;113;8607;6654;1644;1956;6676;7039;4678;5266;10454;5566;5894;655;5460;2130;2176;7182;26528;3265;6714;2778;51087;2189;3159","Spermatogenesis, motility and copulation"
"NNeurophysiological process_Long-term potentiation",-0.252226657408801,0.88,0.942236014699878,"6198;4204;5594;5923;2185;673;5330;207;5290;2475;5566;5894;1978;3265;6714","Long-term potentiation"
"NNeurophysiological process_Transmission of nerve impulse",-0.202015698239046,0.88,0.942236014699878,"9722;773;2913;9463;10021;152;401;151;116444;1742;3362;3785;5594;4986;3780;5923;2767;7054;3354;9456;27092;818;6336;5575;3359;23095;8811;80331;2002;5566;9568;5894;2564;9826;8573;10155;5605;23413;2778","Transmission of nerve impulse"
"NInflammation_IgE signaling",-0.22450002124767,0.9,0.950378543814433,"5594;5879;5293;5332;5330;873;207;5290;5062;7124;27040;4772;4791;5588;2002;4775;5534;5894;5606;4793;5605;3265;5335","IgE signaling"
"NImmune response_T helper cell differentiation",-0.211211404155328,0.9,0.950378543814433,"864;3456;84433;4615;5600;4118;3458;941;958;5602;6772;3567;7535;5594;4049;7297;3561;920;27040;54106;9020;4772;50615;3604;7336;5588;2002;4775;10454;3559;5894;3929;5606;5605;3265;3654;5335","T helper cell differentiation"
"NDevelopment_Neurogenesis_Synaptogenesis",-0.206170486524704,0.9,0.950378543814433,"6809;348;2017;9783;5457;43;1627;57596;9456;9542;2049;54910;4900;2047;321;2264;8497;1837;8500;8573;1822;201294;7532;6804;7804","Neurogenesis"
"NInflammation_Histamine signaling",-0.208474545246758,0.92,0.958452125546285,"5332;109;5330;7124;8398;108;818;113;4772;9475;10097;6364;4791;5566;2974;5534;5894;6300;4793;3985;5605;3984;2778;5335","Histamine signaling"
"NImmune response_BCR pathway",-0.226444040708233,0.94,0.966387516662746,"6198;5452;5594;5879;5293;7410;930;118788;1380;5777;5450;207;5290;5451;2475;4772;10097;4791;2002;4775;971;5894;10134;4793;5605;3265;5216;5335","BCR pathway"
"NSignal transduction_Neuropeptide signaling pathways",-0.21854512885731,0.94,0.966387516662746,"4157;181;2002;5566;5894;256933;10874;5605;3265;6714;2778;51083","Neuropeptide signaling pathways"
"NDevelopment_Neurogenesis in general",-0.201380718361525,0.96,0.97585362071639,"1855;51564;3720;5986;6663;2675;7855;4761;4854;1286;5455;55294;1271;51654;7536;5594;1750;5026;1749;3975;27255;7475;2767;6496;4821;7101;7480;23054;10763;3623;2316;7546;5803;238;89780;30812;80326;53358;6493;2676;134;9118;1282;4851;1131;2173;7422;10683;22953;5045;4902;5467;6664;8851","Neurogenesis in general"
"NImmune response_Th17-derived cytokines",-0.208450954159177,0.98,0.984128370098039,"3934;6364;6280;5606;2932;4312;6279;6354;1051;5605;4282;4318","Th17-derived cytokines"
"NReproduction_Feeding and Neurohormone signaling ",-0.214153707204188,1,1,"8651;6009;673;2767;4953;2054;51182;5518;1394;1443;7249;207;5290;7124;2475;6159;2118;6654;5747;10113;2002;5566;5894;1978;1051;7532;5467;3265;6199;672;1017;6714;2778;7425;5335;2491;898;3925","Feeding and Neurohormone signaling "
